Utterance,Sentences,Translated Sentences,Dialog Acts
最后（警告）：你已经是第四次加入原创研究的破坏了！ 不听劝告，包括你找来的你的朋友给你建议用沙盒的劝告，一意孤行。,"['最后（警告）：你已经是第四次加入原创研究的破坏了！', '不听劝告，包括你找来的你的朋友给你建议用沙盒的劝告，一意孤行。']","[""FINAL (WARNING): This is the fourth time you've joined the destruction of original research!"", 'Do not listen to advice, including the advice of your friend you found to suggest you use the sandbox, and go your own way.']","[('sd',), ('sd',)]"
在漢文的傳統而言，漢語跟漢文是兩個不同的事物。 漢語是用講的，漢文是書寫的。,"['在漢文的傳統而言，漢語跟漢文是兩個不同的事物。', '漢語是用講的，漢文是書寫的。']","['In the Chinese tradition, Chinese and Chinese are two different things.', 'Chinese is spoken, and Chinese is written.']","[('sd',), ('sd',)]"
回應：我认为叙事方式既可以介绍staff，又可以介绍staff和作者之间的关联；而列表只能介绍staff，介绍关联就比较难，所以我倾向于叙事。 列表和文段混起来条目就很难看，所以建议二选其一。,"['回應：我认为叙事方式既可以介绍staff，又可以介绍staff和作者之间的关联；而列表只能介绍staff，介绍关联就比较难，所以我倾向于叙事。', '列表和文段混起来条目就很难看，所以建议二选其一。']","['Response: I think the narrative method can not only introduce the staff, but also introduce the relationship between the staff and the author; while the list can only introduce the staff, and it is more difficult to introduce the relationship, so I tend to narrate.', 'Mixing lists and paragraphs makes the entries look ugly, so it is recommended to choose one of the two.']","[('aa', 'sv'), ('sv',)]"
本人再次重申，请您不要使用您自创的标准来解读方针内容。 您所谓“公報內容的引用”的定义完全属于原创研究，请不要继续偷换概念，这对继续讨论没有任何意义。,"['本人再次重申，请您不要使用您自创的标准来解读方针内容。', '您所谓“公報內容的引用”的定义完全属于原创研究，请不要继续偷换概念，这对继续讨论没有任何意义。']","['I reiterate again, please do not use your own standards to interpret the content of the policy.', 'Your so-called ""quotation of communiqué content"" is completely original research, please don\'t continue to change the concept secretly, it is meaningless to continue the discussion.']","[('sd',), ('sv',)]"
非常贊成將writing system翻譯為「文字」，中文本身已經有此概念，而且日韓的譯名也是翻譯為「文字」，根本沒有需要譯作「書寫系統」。 「書寫系統」一詞過於冗長，且這個叫法更陌生。,"['非常贊成將writing system翻譯為「文字」，中文本身已經有此概念，而且日韓的譯名也是翻譯為「文字」，根本沒有需要譯作「書寫系統」。', '「書寫系統」一詞過於冗長，且這個叫法更陌生。']","['I am very much in favor of translating the writing system into ""text"". Chinese already has this concept, and Japanese and Korean translations are also translated into ""text"". There is no need to translate it into ""writing system"".', 'The word ""writing system"" is too long, and this name is even more unfamiliar.']","[('sd',), ('sd',)]"
在下引用一段法律界人士的观点，希望大家就不要在维基百科上记录遇害者名单了，尤其是其家属反对的。 顺便及时回退一下，必要讨论时希望参与者能在本人讨论页通知在下参与。,"['在下引用一段法律界人士的观点，希望大家就不要在维基百科上记录遇害者名单了，尤其是其家属反对的。', '顺便及时回退一下，必要讨论时希望参与者能在本人讨论页通知在下参与。']","['I will quote a piece of opinion from a person in the legal profession below. I hope that everyone will stop recording the list of the victims on Wikipedia, especially if their families object.', 'By the way, let’s go back in time, and hope that participants can participate in the discussion page when necessary.']","[('sd',), ('fc',)]"
我认为不是歧义的问题，而是效率的问题。 我想用消歧义模板比消歧义页的效率更高。,"['我认为不是歧义的问题，而是效率的问题。', '我想用消歧义模板比消歧义页的效率更高。']","[""I think it's not a question of ambiguity, but a question of efficiency."", ""I guess it's more efficient to use disambiguation templates than disambiguation pages.""]","[('sv',), ('sv',)]"
越general的条目越难编写，非常感谢主编贡献！ ：（1）首段没有必要加英文名称（为什么不是法语、俄语、阿拉伯语呢？）。,"['越general的条目越难编写，非常感谢主编贡献！', '：（1）首段没有必要加英文名称（为什么不是法语、俄语、阿拉伯语呢？）。']","['The more general the entry is, the more difficult it is to write. Thank you very much for the contribution of the editor-in-chief!', ': (1) There is no need to add an English name to the first paragraph (why not French, Russian, Arabic?).']","[('ft',), ('qh',)]"
至于您所说的，您如果觉得台湾入联的事情很重要，联合国军和中朝干仗的事也很重要，也要单独写，这个我不反对。 这两个事情在我看来至少不比奠基51国的名单重要。,"['至于您所说的，您如果觉得台湾入联的事情很重要，联合国军和中朝干仗的事也很重要，也要单独写，这个我不反对。', '这两个事情在我看来至少不比奠基51国的名单重要。']","[""As for what you said, if you think Taiwan's entry into the UN is very important, and the UN Army's fight with China and North Korea is also very important, you should also write it separately. I have no objection to this."", 'These two things seem to me at least no more important than the list of the 51 founding countries.']","[('sd',), ('sv',)]"
雖然維基百科不自認民主，但民主有其用處。 民主是各人自己承擔起責任，當一個社會變複雜了就會需要民主，一個人只有一對眼，千個人卻有千對眼，民主使得力量得以相加。,"['雖然維基百科不自認民主，但民主有其用處。', '民主是各人自己承擔起責任，當一個社會變複雜了就會需要民主，一個人只有一對眼，千個人卻有千對眼，民主使得力量得以相加。']","['While Wikipedia does not claim to be democratic, democracy has its uses.', 'Democracy means that everyone should take responsibility. When a society becomes complicated, democracy is needed. One person has only one pair of eyes, but thousands of people have thousands of eyes. Democracy makes power add up.']","[('sd',), ('sv',)]"
下面的列表列了11個國家易造成誤導—以上未簽名的留言由49.159.155.25（對話｜貢獻）加入。 成員國的確只有10個，但這跟候選國與觀察國是完全不同的文字概念，基本上不會造成特別誤導。,"['下面的列表列了11個國家易造成誤導—以上未簽名的留言由49.159.155.25（對話｜貢獻）加入。', '成員國的確只有10個，但這跟候選國與觀察國是完全不同的文字概念，基本上不會造成特別誤導。']","['The following list of 11 countries is misleading - the above unsigned comment was added by 49.159.155.25 (talk|contribute).', 'It is true that there are only 10 member states, but this is a completely different wording concept from candidate countries and observer countries, and basically it will not be particularly misleading.']","[('sd',), ('aa',)]"
中国共产党不是一个西方传统意义上的“部分利益”政党。 共产党在中国执政70年，已经和民众高度融合，甚至可以认为是一种信仰。,"['中国共产党不是一个西方传统意义上的“部分利益”政党。', '共产党在中国执政70年，已经和民众高度融合，甚至可以认为是一种信仰。']","['The Chinese Communist Party is not a ""partial interest"" party in the traditional Western sense.', 'The Communist Party has been in power in China for 70 years, and has been highly integrated with the people, and it can even be regarded as a kind of belief.']","[('sv',), ('sv',)]"
Dreamer in Utopia，本人理解閣下的觀點主要在於「可能性」上，認為目前的情況不能否認將來的可能性。 但這種想法其實是有點庸人自擾的。,"['Dreamer in Utopia，本人理解閣下的觀點主要在於「可能性」上，認為目前的情況不能否認將來的可能性。', '但這種想法其實是有點庸人自擾的。']","['Dreamer in Utopia, I understand that your point of view mainly lies in ""possibility"", and believes that the current situation cannot deny the possibility of the future.', 'But this kind of thinking is actually a bit mediocre.']","[(), ('sd',)]"
多维网的内容应该是转载来的，包括这篇2004年帖子在内的大量帖子早就写了那些内容。 而不论是官方网站还是YouTube视频都没有提到目前维基引用的那一段。,"['多维网的内容应该是转载来的，包括这篇2004年帖子在内的大量帖子早就写了那些内容。', '而不论是官方网站还是YouTube视频都没有提到目前维基引用的那一段。']","['The contents of Duowei.com should have been reproduced, and a large number of posts including this 2004 post have already written those contents.', 'Neither the official website nor the YouTube video mentions the passage currently quoted by the wiki.']","[('sd',), ('sd',)]"
1. 如果對某個技術跟協定的內容不清楚時，工程師都會去查詢RFC，包括學術界跟教科書的作者。 一般性書籍的通行性雖然較高，但RFC的正確性遠高於一般書籍，這點應該不太有人反對。,"['1. 如果對某個技術跟協定的內容不清楚時，工程師都會去查詢RFC，包括學術界跟教科書的作者。', '一般性書籍的通行性雖然較高，但RFC的正確性遠高於一般書籍，這點應該不太有人反對。']","['1. If the content of a certain technology and agreement is not clear, engineers will check the RFC, including the authors of academic circles and textbooks.', 'Although the popularity of general books is high, the correctness of RFC is much higher than that of general books. There should be no objection to this.']","[(), ('sv',)]"
我也從未聽過後者。 以我所知，荷包蛋（Over）是蛋白包著蛋黃（而蛋黃通常熟透）的煎蛋，而煎蛋條目所示的那一種煎蛋是叫做太陽蛋（Sunny-side-up），蛋白並不包著蛋黃。,"['我也從未聽過後者。', '以我所知，荷包蛋（Over）是蛋白包著蛋黃（而蛋黃通常熟透）的煎蛋，而煎蛋條目所示的那一種煎蛋是叫做太陽蛋（Sunny-side-up），蛋白並不包著蛋黃。']","[""I've never heard of the latter either."", 'As far as I know, poached eggs (Over) are fried eggs with egg yolks (and egg yolks are usually cooked), and the fried eggs shown in the fried egg entry are called Sunny-side-up, and the egg whites are not Not wrapped in egg yolk.']","[('sd',), ('sd',)]"
我不完全认同您的观点。 唐山大地震的很多事情中国政府是隐瞒了的，与这次地震的社会透明度是不能相比了。 至于您说对社会没有影响，也不太认同。,"['我不完全认同您的观点。', '唐山大地震的很多事情中国政府是隐瞒了的，与这次地震的社会透明度是不能相比了。', '至于您说对社会没有影响，也不太认同。']","[""I don't fully agree with your point of view."", 'The Chinese government concealed many things about the Tangshan earthquake, which cannot be compared with the social transparency of this earthquake.', ""As for your saying that it has no impact on society, I don't quite agree with it.""]","[(), ('sd',), ('aa',)]"
目前看到比較明顯的，是在於分類上面。 轟炸機改裝成夜間戰鬥機是一種反向的特例，但是，這種改裝到夜間戰鬥機然後攜帶炸彈的型態，一般不會以戰鬥轟炸機來稱呼或者是作為識別。,"['目前看到比較明顯的，是在於分類上面。', '轟炸機改裝成夜間戰鬥機是一種反向的特例，但是，這種改裝到夜間戰鬥機然後攜帶炸彈的型態，一般不會以戰鬥轟炸機來稱呼或者是作為識別。']","['What is more obvious now is the classification.', 'The conversion of a bomber into a night fighter is a special case in reverse. However, this type of conversion into a night fighter and then carrying bombs is generally not called or identified as a fighter bomber.']","[('sd',), ('sd',)]"
我也有《满族家谱序评注》一书，并拜读过《德贺讷世管佐领接袭家谱》一章。 喀山虽然在《通志》里作世居苏完，但在《通谱》里作世居叶赫，所以称“叶赫那拉”根本谈不上冒姓。,"['我也有《满族家谱序评注》一书，并拜读过《德贺讷世管佐领接袭家谱》一章。', '喀山虽然在《通志》里作世居苏完，但在《通谱》里作世居叶赫，所以称“叶赫那拉”根本谈不上冒姓。']","['I also have the book ""Commentary on the Preface and Commentary on the Manchu Family Genealogy"", and I have read the chapter ""Dehane\'s Shi Guan Zuoling Inherited the Family Tree"".', 'Although Kazan is named Suwan in ""Tongzhi"", he is named Yehe in ""Tongpu"", so calling ""Yehenala"" is not an impostor at all.']","[('^q',), ('sd',)]"
兩者並沒有分別，沒有移動的需要。 不論“大中華地區”、“大中華區”或“大中華經濟區”，都是地域概念，因為“區”本身就是地域概念，即使“經濟區”也只是一個會被經濟學用到的地域概念，而非經濟概念。,"['兩者並沒有分別，沒有移動的需要。', '不論“大中華地區”、“大中華區”或“大中華經濟區”，都是地域概念，因為“區”本身就是地域概念，即使“經濟區”也只是一個會被經濟學用到的地域概念，而非經濟概念。']","['There is no difference between the two, and there is no need to move.', 'Regardless of ""Greater China"", ""Greater China"" or ""Greater China Economic Zone"", they are all geographical concepts, because ""region"" itself is a regional concept, and even ""economic zone"" is only a region that will be used by economics concepts, not economic concepts.']","[('sv',), ('sd',)]"
当然，你可以说“他们走到哪里，名字就跟到哪里”的说法没有确切的来源，从而仅是推断，可以，但是“吐火罗”一名就跟着人走吗？ “吐火罗”甚至不是他们的自称，而是希腊－突厥人给他们起的名字。,"['当然，你可以说“他们走到哪里，名字就跟到哪里”的说法没有确切的来源，从而仅是推断，可以，但是“吐火罗”一名就跟着人走吗？', '“吐火罗”甚至不是他们的自称，而是希腊－突厥人给他们起的名字。']","['Of course, you can say that the saying ""wherever they go, their names follow them"" has no exact source, so it is only an inference, yes, but does the name ""Tocharo"" follow people?', '""Tocharian"" is not even what they call themselves, but a name given to them by the Greco-Turkic peoples.']","[('sd',), ('sd',)]"
在Google上「pH值」有340萬搜索結果，而「酸鹼值」只有86萬。 另外，酸鹼值的含義比pH值更加廣義，作此條目標題會引起歧義。,"['在Google上「pH值」有340萬搜索結果，而「酸鹼值」只有86萬。', '另外，酸鹼值的含義比pH值更加廣義，作此條目標題會引起歧義。']","['There are 3.4 million search results for ""pH value"" on Google, but only 860,000 for ""pH value"".', 'In addition, the meaning of acid-base value is broader than that of pH value, making this entry title will cause ambiguity.']","[('sd',), ('sd',)]"
金牌雄鷹、蘇州宇文宙武兩人，於今天中午12點多的「10分鐘內」發生「相互回退」+「條目被霧島聖保護三個月」，這麼多的動作就發生在10~12分鐘之內。 「3個小時」沒人討論。,"['金牌雄鷹、蘇州宇文宙武兩人，於今天中午12點多的「10分鐘內」發生「相互回退」+「條目被霧島聖保護三個月」，這麼多的動作就發生在10~12分鐘之內。', '「3個小時」沒人討論。']","['Gold Medal Eagle and Suzhou Yuwen Zhouwu, ""mutual retreat"" + ""entry protected by Kirishima-san for three months"" happened ""within 10 minutes"" after 12:00 noon today. So many actions happened in 10~ within 12 minutes.', '""3 hours"" was not discussed.']","[(), ('sd',)]"
研究了一下，目前台灣在電動車的稱呼確實滿混亂。 但我建議在維基頁面，主要條目名稱應該要清楚，再延伸到大眾的叫法。,"['研究了一下，目前台灣在電動車的稱呼確實滿混亂。', '但我建議在維基頁面，主要條目名稱應該要清楚，再延伸到大眾的叫法。']","['After some research, the names of electric vehicles in Taiwan are indeed full of confusion.', 'But I suggest that on the wiki page, the name of the main article should be clear, and then extended to the common name.']","[('sd',), ('sd',)]"
感謝迅速回應，現已將首段各句的順序改變，希望能比較便於理解，因為個人認為該在首段的都在。 重看一次，首三段確實有改進空間，會進行修改。 至於實驗原理，我會看看怎樣能加強，免得被其他細節淹沒。,"['感謝迅速回應，現已將首段各句的順序改變，希望能比較便於理解，因為個人認為該在首段的都在。', '重看一次，首三段確實有改進空間，會進行修改。', '至於實驗原理，我會看看怎樣能加強，免得被其他細節淹沒。']","['Thanks for the quick response, the order of the sentences in the first paragraph has been changed, I hope it will be easier to understand, because I personally think that everything that should be in the first paragraph is there.', 'Re-read it again, the first three paragraphs do have room for improvement and will be revised.', 'As for the experimental principle, I will see how it can be enhanced so as not to be overwhelmed by other details.']","[('sv',), ('sd',), ('sd',)]"
上法庭十有八九会输，所以“不得以”选择主动认罪，这样可以省去一场劳民伤财的诉讼，量刑时也就可以得到从轻发落。 另外p开头那个词应该是检察官。,"['上法庭十有八九会输，所以“不得以”选择主动认罪，这样可以省去一场劳民伤财的诉讼，量刑时也就可以得到从轻发落。', '另外p开头那个词应该是检察官。']","['Nine times out of ten, you will lose in court, so ""you can\'t"" choose to plead guilty voluntarily, which can save a time-consuming and expensive lawsuit, and you can get a lighter sentence when sentencing.', 'In addition, the word starting with p should be a prosecutor.']","[('sd',), ('sv',)]"
感谢编辑者的回复。 可是我再查一下资料，历史上最早的照片好像是1825年的东西，而且当时做出来的图像也是极为模糊。 这个与照片描述时间不合。,"['感谢编辑者的回复。', '可是我再查一下资料，历史上最早的照片好像是1825年的东西，而且当时做出来的图像也是极为模糊。', '这个与照片描述时间不合。']","['Thanks to the editor for the reply.', 'But I checked the information again, and the earliest photo in history seems to be from 1825, and the image made at that time was also extremely blurred.', 'This does not match the time of the photo description.']","[('fc',), ('sd',), ('sd',)]"
《 新闻战线 》（2016年第8期）中有关于这句批评的描述：当他看到1957年4月13日北京《大公报》的社论《在社会大变动的时期里》时，批示：“送胡乔木同志阅。 可惜人民（日报）缺乏这样一篇文章。,"['《 新闻战线 》（2016年第8期）中有关于这句批评的描述：当他看到1957年4月13日北京《大公报》的社论《在社会大变动的时期里》时，批示：“送胡乔木同志阅。', '可惜人民（日报）缺乏这样一篇文章。']","['""News Front"" (No. 8, 2016) has a description of this criticism: When he read the editorial ""In a Period of Great Social Change"" in Beijing\'s ""Ta Kung Pao"" on April 13, 1957, he commented: "" Send it to Comrade Hu Qiaomu.', ""It is a pity that the People's (Daily) lacks such an article.""]","[('sd',), ('sv',)]"
关于温度是否存在极大值的讨论 在气体中，温度可归结为气体粒子的运动速度，而物质的运动速度是有最大值的，不能超过光速。 所以，至少在气体中温度应该存在极大值。 固体在理论上也应该存在极大值。,"['关于温度是否存在极大值的讨论 在气体中，温度可归结为气体粒子的运动速度，而物质的运动速度是有最大值的，不能超过光速。', '所以，至少在气体中温度应该存在极大值。', '固体在理论上也应该存在极大值。']","['Discussion on whether there is a maximum value of temperature In gas, the temperature can be attributed to the movement speed of gas particles, while the movement speed of matter has a maximum value, which cannot exceed the speed of light.', 'So, at least in the gas there should be a temperature maximum.', 'Solids should also have a maximum in theory.']","[('sd',), ('sd',), ('sv',)]"
日文维基既存条目有一些是缺乏来源脚注的。 这样的条目原样翻译过来，只要翻译得不太差，不会令条目被提删，但目前DYKC也不支持大量内容未WP:列明来源的条目。,"['日文维基既存条目有一些是缺乏来源脚注的。', '这样的条目原样翻译过来，只要翻译得不太差，不会令条目被提删，但目前DYKC也不支持大量内容未WP:列明来源的条目。']","['Some of the existing articles on the Japanese Wiki lack source footnotes.', 'Such entries are translated as they are, as long as the translation is not too bad, the entry will not be deleted, but currently DYKC does not support a large number of entries without WP: listing the source.']","[('sv',), ('sd',)]"
国歌和校歌差别太大。 上面关于国歌合理使用的理由看起来很充分，我觉得可以有讨论的空间。 但是校歌的著作权一般属于学校，合理使用的依据就没那么充分了。,"['国歌和校歌差别太大。', '上面关于国歌合理使用的理由看起来很充分，我觉得可以有讨论的空间。', '但是校歌的著作权一般属于学校，合理使用的依据就没那么充分了。']","['The national anthem is very different from the school anthem.', 'The above reasons for the fair use of the national anthem seem to be sufficient, and I think there is room for discussion.', 'However, the copyright of school songs generally belongs to the school, and the basis for fair use is not so sufficient.']","[('sd',), ('sv',), ('sv',)]"
我並不想搞編輯戰，所以才發表這主題。 再說認為大量劇透不妥也不是只有我而已，像すぐる＠武蔵×拔刀隊也提到可能會被刪，也有人掛plot模板要求劇情簡潔。,"['我並不想搞編輯戰，所以才發表這主題。', '再說認為大量劇透不妥也不是只有我而已，像すぐる＠武蔵×拔刀隊也提到可能會被刪，也有人掛plot模板要求劇情簡潔。']","[""I didn't want to engage in edit wars, so I posted this thread."", 'Besides, I am not the only one who thinks that a lot of spoilers are inappropriate. For example, すぐる@Wusashi×Drawing the Sword Team also mentioned that it may be deleted, and some people put up plot templates and asked for a concise plot.']","[('sd',), ('sd',)]"
关于这部作品，西方一直有“伪作”的争论。 条目中应该提到这个现象。 rogerius  《静静的顿河》虽然不是一部十全十美的作品，但水平确实很高。,"['关于这部作品，西方一直有“伪作”的争论。', '条目中应该提到这个现象。', 'rogerius  《静静的顿河》虽然不是一部十全十美的作品，但水平确实很高。']","['Regarding this work, there has always been a ""fake"" controversy in the West.', 'This phenomenon should be mentioned in the entry.', 'rogerius ""The Quiet Flows the Don"" is not a perfect work, but its level is indeed very high.']","[('sd',), ('sd',), ('sd',)]"
另外，請注意人類到底「發現」了什麼？ 是發現「疫情」本身，還是發現「疫情爆發了」這件事。,"['另外，請注意人類到底「發現」了什麼？', '是發現「疫情」本身，還是發現「疫情爆發了」這件事。']","['Also, notice what exactly humans ""discovered""?', 'Is it the discovery of the ""epidemic"" itself, or the discovery of ""the outbreak of the epidemic"".']","[('qy',), ('qy',)]"
這只是純粹感覺……我們這算閒聊嗎？ 話說回來，最近有人不斷改掉Ranka和Sheryl的漢字名。 我知道Red16已經提醒他，我也加入了「ref」標籤註明。,"['這只是純粹感覺……我們這算閒聊嗎？', '話說回來，最近有人不斷改掉Ranka和Sheryl的漢字名。', '我知道Red16已經提醒他，我也加入了「ref」標籤註明。']","[""It's just a pure feeling... Are we talking small talk?"", 'Having said that, recently some people have been changing the Chinese characters of Ranka and Sheryl.', 'I know that Red16 has reminded him, and I also added the ""ref"" tag to note.']","[('qy',), ('sd',), ('sd',)]"
我個人認為著名與知名根本是同義詞。 不過如果對此有疑慮的話，建議可以直接把這類的列表或段落直接改為『知名人物』即可。,"['我個人認為著名與知名根本是同義詞。', '不過如果對此有疑慮的話，建議可以直接把這類的列表或段落直接改為『知名人物』即可。']","['Personally, I think famous and well-known are basically synonymous.', 'However, if you have doubts about this, it is recommended to directly change this type of list or paragraph to ""famous person"".']","[('sv',), ('sv',)]"
皆様、Wikipediaに使える写真は公式の宣材写真ではなくて合法的に共有できる画像のみです。 三つの言語で説明致します。 皆さま、公式の宣材写真に変更をおやめください。,"['皆様、Wikipediaに使える写真は公式の宣材写真ではなくて合法的に共有できる画像のみです。', '三つの言語で説明致します。', '皆さま、公式の宣材写真に変更をおやめください。']","['All 様、Wikipediaに使える写真は官方の传媒物写真ではなくてlegalに共产できる图片のみです.', '三つの语言でですすすすすす。', 'All さ ま、Official の Xuan material photo に変改变をおやめください.']","[('sd',), ('sd',), ('sd',)]"
把「Princess」簡單指為「公主」也是原創研究。 翻查各本指典，「Princess」一詞各有所指，並不單指「公主」。,"['把「Princess」簡單指為「公主」也是原創研究。', '翻查各本指典，「Princess」一詞各有所指，並不單指「公主」。']","['Simply referring to ""Princess"" as ""Princess"" is also original research.', 'Looking through various reference books, the word ""Princess"" has its own meanings, not just ""Princess"".']","[('sd',), ('sd',)]"
此条目很多年以前是维数。 根据个人经验，数学书籍中多半是使用维数，使用维度的极少。 使用 Google 给出的结果相差无几。,"['此条目很多年以前是维数。', '根据个人经验，数学书籍中多半是使用维数，使用维度的极少。', '使用 Google 给出的结果相差无几。']","['This entry was Dimensions many years ago.', 'According to personal experience, most mathematics books use dimensions, and very few use dimensions.', 'Using Google gives similar results.']","[('sd',), ('sd',), ('sd',)]"
“它在被发现当时是距离地球最远的天然太阳系天体，并且有可能被天文学家归类为矮行星。 ”——这两个字去掉如何？ 您考虑一下。,"['“它在被发现当时是距离地球最远的天然太阳系天体，并且有可能被天文学家归类为矮行星。', '”——这两个字去掉如何？', '您考虑一下。']","['""At the time of its discovery, it was the most distant natural solar system object from Earth and would likely be classified as a dwarf planet by astronomers.', '""—How about removing these two words?', 'You think about it.']","[('sd',), ('^q',), ()]"
地形一節的第二段和餐飲一節的廣告氣氛太濃。 另外后半部分圖片有點多。,"['地形一節的第二段和餐飲一節的廣告氣氛太濃。', '另外后半部分圖片有點多。']","['The second paragraph of the terrain section and the advertising atmosphere in the catering section are too strong.', 'In addition, the second half of the picture is a bit too much.']","[('sd',), ('sv',)]"
解讀《東南紀事》的內容，要先了解魯王和隆武（唐王）之爭。 隆武在福建即位之後，魯王在浙江出任監國，不肯稱臣，也不聽隆武朝廷指揮。 其背後，乃是江浙士大夫集團和福建非江浙士大夫集團之矛盾。,"['解讀《東南紀事》的內容，要先了解魯王和隆武（唐王）之爭。', '隆武在福建即位之後，魯王在浙江出任監國，不肯稱臣，也不聽隆武朝廷指揮。', '其背後，乃是江浙士大夫集團和福建非江浙士大夫集團之矛盾。']","['To interpret the content of ""Southeast Chronicle"", we must first understand the dispute between King Lu and Longwu (King Tang).', 'After Longwu ascended the throne in Fujian, King Lu served as the supervisor of the country in Zhejiang, and he refused to be a minister, and he did not listen to the command of the Longwu court.', 'Behind it is the contradiction between the Jiangsu-Zhejiang scholar-bureaucrat group and the Fujian non-Jiangsu-Zhejiang scholar-bureaucrat group.']","[(), ('sd',), ('sv',)]"
“古印度宗教”不应该等同于“印度教”；佛教也属于古印度的宗教，却反对“梵”；提问不准确。 而且正文中没有一处链向印度教，似乎不妥。,"['“古印度宗教”不应该等同于“印度教”；佛教也属于古印度的宗教，却反对“梵”；提问不准确。', '而且正文中没有一处链向印度教，似乎不妥。']","['""Ancient Indian religion"" should not be equated with ""Hinduism""; Buddhism is also a religion of ancient India, but it opposes ""Brahman""; the question is not accurate.', 'And there is no link to Hinduism in the text, which seems inappropriate.']","[(), ('sd',)]"
Lssrn的「中文來源優先於日語來源使用使用不代表中方觀點可以凌駕於日方觀點」這話看著沒說錯吧。 當中文來源是正論，而外文來源是反論，依中文來源優先於外文來源，來排除反論顯然不合理。,"['Lssrn的「中文來源優先於日語來源使用使用不代表中方觀點可以凌駕於日方觀點」這話看著沒說錯吧。', '當中文來源是正論，而外文來源是反論，依中文來源優先於外文來源，來排除反論顯然不合理。']","['Lssrn\'s statement that ""Chinese sources are used prior to Japanese sources does not mean that Chinese views can override Japanese views"" seems to be correct.', 'When the Chinese source is the thesis and the foreign source is the antithesis, it is obviously unreasonable to rule out the antithesis based on the priority of the Chinese source over the foreign source.']","[(), ('sv',)]"
本来俄国人的名字就是三段嘛：名、父称、姓。 在中文文献里，正规的做法要么用惯用的简称，要么用全称，要么用首音节简称后的全称（比如约-维-斯大林），没有用约瑟夫-斯大林这种称呼的。,"['本来俄国人的名字就是三段嘛：名、父称、姓。', '在中文文献里，正规的做法要么用惯用的简称，要么用全称，要么用首音节简称后的全称（比如约-维-斯大林），没有用约瑟夫-斯大林这种称呼的。']","['Originally, the names of Russians consisted of three sections: first name, paternal title, and last name.', 'In Chinese literature, the official practice is to use either the customary abbreviation, the full name, or the full name after the abbreviation of the first syllable (such as Jo-V-Stalin), and there is no such appellation as Joseph-Stalin.']","[('sd',), ('sd',)]"
有匿名IP和单一用途用户不断添加“中国朝鲜族爱国诗人”的说法。 首先“爱国诗人”是朝鲜的说法。 中国效仿此说法是不合适的。,"['有匿名IP和单一用途用户不断添加“中国朝鲜族爱国诗人”的说法。', '首先“爱国诗人”是朝鲜的说法。', '中国效仿此说法是不合适的。']","['There are anonymous IPs and single-purpose users who continue to add ""Chinese Korean patriotic poets"".', 'First of all, ""patriotic poet"" is North Korea\'s term.', 'It is inappropriate for China to follow suit.']","[(), ('sd',), ()]"
@user，你在引用我的留言抱怨我对你“人身攻击”时窜改了标点符号，把“；”改成了“。 ”并没如实全部引完句号前的内容，提醒这是讨论中不能接受的行為之一（誤導別人或歪曲別人的言論）。,"['@user，你在引用我的留言抱怨我对你“人身攻击”时窜改了标点符号，把“；”改成了“。', '”并没如实全部引完句号前的内容，提醒这是讨论中不能接受的行為之一（誤導別人或歪曲別人的言論）。']","['@user, you fiddled with the punctuation when quoting my comment complaining about my ""personal attack"" on you, changing "";"" to "".', '” did not quote all the content before the full stop truthfully, reminding that this is one of the unacceptable behaviors in the discussion (misleading others or distorting other people’s remarks).']","[(), ()]"
些我认为的不足之处： 叙述的语调、用词和句法上还存在着不少问题。 分段混乱，而且子标题常常无法精确说明分段的主题。 排版上，引用模板很不美观。,"['些我认为的不足之处： 叙述的语调、用词和句法上还存在着不少问题。', '分段混乱，而且子标题常常无法精确说明分段的主题。', '排版上，引用模板很不美观。']","['Some deficiencies in my opinion: There are still many problems in the tone, diction and syntax of the narrative.', ""Sections are confusing, and subheadings often don't accurately describe the subject of the section."", 'Typographically, quoting templates is ugly.']","[('sv',), ('sv',), ('sd',)]"
查「併吞」一詞，見教育部國語辭典：侵占他人財物土地或他國的領土。 五代史平話˙周史˙卷下：自取唐州破湖南後，志氣愈驕，有併吞天下之心。,"['查「併吞」一詞，見教育部國語辭典：侵占他人財物土地或他國的領土。', '五代史平話˙周史˙卷下：自取唐州破湖南後，志氣愈驕，有併吞天下之心。']","['Look up the word ""annexation"", see the Mandarin Dictionary of the Ministry of Education: Occupying other people\'s property and land or the territory of other countries.', 'Five Dynasties Shiping Hua˙Zhou Shi˙Volume 2: Since taking Tangzhou and breaking Hunan, his ambition has become more arrogant, and he has the heart to annex the world.']","[('ad',), ('sd',)]"
請看清楚自己先寫了什麼? 先說ju 87和99式很行然後才轉移話題。 至於增壓座艙是在書上看到的，現在再向圖書館預約重溫有無記錯。,"['請看清楚自己先寫了什麼?', '先說ju 87和99式很行然後才轉移話題。', '至於增壓座艙是在書上看到的，現在再向圖書館預約重溫有無記錯。']","['Please see what you wrote first?', 'Let’s say ju 87 and 99 are very good and then change the subject.', 'As for the pressurized cockpit, I saw it in the book, and now I will make an appointment with the library to review whether I remember it wrong.']","[('ad',), ('sv',), ('sd',)]"
