Utterance,Sentences,Translated Sentences,Dialog Acts
過去に2回、クロスレビューの編集合戦で保護が行われています。 編集時にはコメントアウトされているクロスレビューに関する諸問題についてを 熟読してからそれ以外の内容で編集してください。,"['過去に2回、クロスレビューの編集合戦で保護が行われています。', '編集時にはコメントアウトされているクロスレビューに関する諸問題についてを 熟読してからそれ以外の内容で編集してください。']","['Twice in the past, it has been protected in cross-review edit wars.', 'Please read the commented out cross-review issues carefully before editing otherwise.']","[(), ()]"
金属やガラス、水面のような滑らかな面で入射角＝反射角となる反射が起こるのはこれだけでは説明が足りない。 ホイヘンスの原理はそのひとつの説明である。,"['金属やガラス、水面のような滑らかな面で入射角＝反射角となる反射が起こるのはこれだけでは説明が足りない。', 'ホイヘンスの原理はそのひとつの説明である。']","['This alone is insufficient to explain why reflection occurs on smooth surfaces such as metal, glass, and water, where the angle of incidence equals the angle of reflection.', ""Huygens' principle is one explanation.""]","[('sd',), ('sd',)]"
最近ずっと、内容を無意味削減してる人がいますね、キャラの能力を、それを語る上のソースの劇中描写を無意味に削減した上で捏造。 もしくは一部を削除。,"['最近ずっと、内容を無意味削減してる人がいますね、キャラの能力を、それを語る上のソースの劇中描写を無意味に削減した上で捏造。', 'もしくは一部を削除。']","[""Recently, there have been people who have been meaninglessly reducing the content, fabricating the character's abilities after meaninglessly reducing the depictions in the play of the source on which they are told."", 'Or remove some.']","[('sd',), ('^2',)]"
理解している自信はないのですが、似非（笑）シミュレーションによるアニメGIFをPOV-Rayで作ってみました。 で見ることができます（画像をクリックする）。,"['理解している自信はないのですが、似非（笑）シミュレーションによるアニメGIFをPOV-Rayで作ってみました。', 'で見ることができます（画像をクリックする）。']","[""I'm not confident that I understand it, but I tried to make a simulated animation GIF with POV-Ray."", 'You can see it here (click the image).']","[('sd',), ('sd',)]"
通常記事形式に戻すことを提案します。 理由は以下。 曖昧さ回避項目は、台湾省という言葉で曖昧さを生じる場合に用いられるべきもので、曖昧ではないものに他項目を紹介させることは本来の目的外。,"['通常記事形式に戻すことを提案します。', '理由は以下。', '曖昧さ回避項目は、台湾省という言葉で曖昧さを生じる場合に用いられるべきもので、曖昧ではないものに他項目を紹介させることは本来の目的外。']","['I suggest going back to the regular article format.', 'The reason is below.', 'Disambiguation items should be used when the word ""Taiwan Province"" causes ambiguity.']","[('ad',), ('sd',), ()]"
ひとまず、保留でしょうか。 一応、現時点では提案者である獄児さんの意思次第ということになります（賛否票決は5分5分のため）。 保留：タグはそのままでも問題ありません。,"['ひとまず、保留でしょうか。', '一応、現時点では提案者である獄児さんの意思次第ということになります（賛否票決は5分5分のため）。', '保留：タグはそのままでも問題ありません。']","['First of all, are you holding it?', 'For the time being, it depends on the will of Mr. Gokuko, who is the proposer (because the votes for and against are 5 minutes and 5 minutes).', 'Pending: The tag can be left as is.']","[('qy',), ('sd',), ()]"
直感的な説明。 無酸素運動では、グルコース（C6H12O6）が水（H2O）と二酸化炭素（CO2）まで完全に分解され切らず、有機物のままとどまります。 （嫌気呼吸を参照）。,"['直感的な説明。', '無酸素運動では、グルコース（C6H12O6）が水（H2O）と二酸化炭素（CO2）まで完全に分解され切らず、有機物のままとどまります。', '（嫌気呼吸を参照）。']","['intuitive explanation.', 'In anaerobic exercise, glucose (C6H12O6) is not completely broken down into water (H2O) and carbon dioxide (CO2) and remains organic.', '(See anaerobic respiration).']","[('+',), ('sd',), ('sd',)]"
6 曲目一覧→6.2 ピアノ曲→6.2.4 サン・マロ編 で 演奏された曲目を確認して欲しいのです。 ラヴェルは『鏡』ではなく『水の戯れ』ではないか？ と思います。,"['6 曲目一覧→6.2 ピアノ曲→6.2.4 サン・マロ編 で 演奏された曲目を確認して欲しいのです。', 'ラヴェルは『鏡』ではなく『水の戯れ』ではないか？', 'と思います。']","['I would like you to check the songs played in 6 List of songs → 6.2 Piano songs → 6.2.4 Saint-Malo edition.', 'Isn\'t Ravel not a ""mirror"" but a ""play of water""?', 'I think.']","[(), ('qy',), ()]"
最近の画像を載せるべきか否かにまつわる編集合戦にて、いつの間にか当該項目につけられたテンプレートが剥がされていました。 保護解除されたためテンプレートを再度添付しておきました。,"['最近の画像を載せるべきか否かにまつわる編集合戦にて、いつの間にか当該項目につけられたテンプレートが剥がされていました。', '保護解除されたためテンプレートを再度添付しておきました。']","['In a recent edit war over whether or not images should be posted, the template attached to the item was unnoticed.', 'I attached the template again because it was unprotected.']","[('sd',), ('sd',)]"
こんばんわ、いつも記事修正して頂き、心より感謝致します（NoSaito氏=みそかつおにんにく氏の編集は今後も疑って下さい）。 さて、今回の名称付加の件について。,"['こんばんわ、いつも記事修正して頂き、心より感謝致します（NoSaito氏=みそかつおにんにく氏の編集は今後も疑って下さい）。', 'さて、今回の名称付加の件について。']","[""Good evening, thank you from the bottom of my heart for always correcting the article (Mr. NoSaito = Mr. Misokatsuoninniku's editing should be doubted in the future)."", ""Now, let's talk about the name addition.""]","[('fp',), ('ad',)]"
上で反対させていただいているのではありますが、当方の上記分割提案の反対の真意が伝わってないようなので。 言葉足らずをお詫びします。,"['上で反対させていただいているのではありますが、当方の上記分割提案の反対の真意が伝わってないようなので。', '言葉足らずをお詫びします。']","['Although I am opposed to the above, it seems that the true intentions of my opposition to the above division proposal have not been conveyed.', 'I apologize for the lack of words.']","[('sd',), ('fa',)]"
確かにモンゴルには名字がありません。 しかし、「□□・△△」(□に父の名前、△に自分の名前)でフルネームとなります。 つまり、例えば朝青龍の息子の名前は「ダグワドルジ・△△」となります。,"['確かにモンゴルには名字がありません。', 'しかし、「□□・△△」(□に父の名前、△に自分の名前)でフルネームとなります。', 'つまり、例えば朝青龍の息子の名前は「ダグワドルジ・△△」となります。']","['Mongolia does not have surnames.', 'However, your full name will be ""□□・△△"" (where □ is your father\'s name and △ is your name).', 'In other words, for example, the name of Asashoryu\'s son is ""Dagwadoruji △△"".']","[('sd',), ('sd',), ('sd',)]"
計算量はその計算に必要なコストのもっとも支配的なパラメタで評価するのが普通だと思います。 桁数でもって計算量を評価する例としては、円周率の計算とか素因数分解とかほとんどの暗号などがあります。,"['計算量はその計算に必要なコストのもっとも支配的なパラメタで評価するのが普通だと思います。', '桁数でもって計算量を評価する例としては、円周率の計算とか素因数分解とかほとんどの暗号などがあります。']","['I think that the amount of computation is usually evaluated by the most dominant parameter of the cost required for the computation.', 'Examples of evaluating computational complexity by the number of digits include calculation of pi, prime factorization, and most cryptography.']","[('sv',), ('sd',)]"
現状の原作タイトルリストについて、除去する事は反対しません。 再度記載を行う、または除去をさせない為には、Just_Because!,"['現状の原作タイトルリストについて、除去する事は反対しません。', '再度記載を行う、または除去をさせない為には、Just_Because!']","['I do not object to removing the current original title list.', 'In order not to re-list or remove, Just_Because!']","[(), ()]"
私の意見を具体的にすると、非常に長くなります。 それは疲れます。 個別具体的な討議も、このノートで行われた従来の経過をみると、消耗しそうです。,"['私の意見を具体的にすると、非常に長くなります。', 'それは疲れます。', '個別具体的な討議も、このノートで行われた従来の経過をみると、消耗しそうです。']","['To be specific in my opinion, it would be very long.', ""It's exhausting."", 'Individual and specific discussions are also likely to be exhausted in light of the traditional progress made in this note.']","[('sd',), ('sv',), ('sv',)]"
＞チェチェン独立過激派に対するロシア連邦大統領 ウラジミール・プーチンの強硬なやり方には疑問と批判も多数出ている。 ←どこから出ているでしょうか？ 受動態を用いる時も主体は略すべきではありません。,"['＞チェチェン独立過激派に対するロシア連邦大統領 ウラジミール・プーチンの強硬なやり方には疑問と批判も多数出ている。', '←どこから出ているでしょうか？', '受動態を用いる時も主体は略すべきではありません。']","[""There are many questions and criticisms about Russian Federation President Vladimir Putin's hard-line approach to Chechen independence extremists."", '←Where does it come from?', 'The subject should not be omitted when using the passive voice.']","[('sd',), (), ()]"
「タルコフスキーはロシア的というより西欧的・カトリック的だ」というのは、私の立場じゃありません。 タルコフスキーの同志だったコンチャロフスキーがそう言ったんです。,"['「タルコフスキーはロシア的というより西欧的・カトリック的だ」というのは、私の立場じゃありません。', 'タルコフスキーの同志だったコンチャロフスキーがそう言ったんです。']","['It is not my position to say that Tarkovsky is more Western and Catholic than Russian.', ""Konchalovsky, who was Tarkovsky's comrade, said so.""]","[('sv',), ('+',)]"
「ガセ」と決め付けるにはそれなりの根拠が必要です。 自動改札にしろ冷蔵庫にしろ、否定が難しいものですからせめて「出典がない」とすべきでしょう。,"['「ガセ」と決め付けるにはそれなりの根拠が必要です。', '自動改札にしろ冷蔵庫にしろ、否定が難しいものですからせめて「出典がない」とすべきでしょう。']","['It takes some grounds to call it a ""gase"".', 'Whether it is an automatic ticket gate or a refrigerator, it is difficult to deny it, so at least it should be said that there is no source.']","[('sd',), ('sv',)]"
ご意見ありがとうございます。 「サイズが大きいほうや履歴の多いほうへ統合して移動しなければばらない」というガイドラインを私は見たことがありませんので、通常の統合で事足りると考えています。,"['ご意見ありがとうございます。', '「サイズが大きいほうや履歴の多いほうへ統合して移動しなければばらない」というガイドラインを私は見たことがありませんので、通常の統合で事足りると考えています。']","['Thank you for your feedback.', 'I\'ve never seen a guideline that says, ""You have to merge and move to the one with the larger size or the one with more history"", so I think that normal merging is sufficient.']","[('fc',), ('sd',)]"
建設的なお話ができそうでよかったです。 まず、オソン1世についてはすでに加筆についての準備稿を作成しております。 現在、細部をつめている状況で正直言えば、細かい変更とかはして欲しくないです。,"['建設的なお話ができそうでよかったです。', 'まず、オソン1世についてはすでに加筆についての準備稿を作成しております。', '現在、細部をつめている状況で正直言えば、細かい変更とかはして欲しくないです。']","['It was nice to have a constructive conversation.', 'First of all, I have already prepared a preliminary manuscript for additions to Osung I.', ""I'm currently working on the details, and to be honest, I don't want you to make any minor changes.""]","[('fc',), ('sd',), ('sd',)]"
Trendmoviesさんへ。 とりあえず、会話ページは喧嘩を売るような場所ではありませんので、赤文字の乱用を控えていただく及び丁寧な言葉使いを心がけていただきたく存じます。,"['Trendmoviesさんへ。', 'とりあえず、会話ページは喧嘩を売るような場所ではありませんので、赤文字の乱用を控えていただく及び丁寧な言葉使いを心がけていただきたく存じます。']","['To Trendmovies.', 'For the time being, the conversation page is not a place for picking fights, so please refrain from using red letters and use polite language.']","[(), ('sd',)]"
上の節に続きましての提案です。 記事名については変えないでもいいです。,"['上の節に続きましての提案です。', '記事名については変えないでもいいです。']","['This is a proposal following the above section.', ""You don't have to change the name of the article.""]","[('sd',), ('sd',)]"
それを言ったら、この問題に限らず、多くの写真を載せられないのではないですか？ 例えば、犬や猫もその形状は多様ですよね。 それを踏まえたうえで、一例として載せているわけであって。,"['それを言ったら、この問題に限らず、多くの写真を載せられないのではないですか？', '例えば、犬や猫もその形状は多様ですよね。', 'それを踏まえたうえで、一例として載せているわけであって。']","[""If you say that, you can't post a lot of pictures, not just this problem, can you?"", 'For example, dogs and cats have different shapes.', 'Based on that, it is listed as an example.']","[('qy',), ('sd',), ('sd',)]"
まず、出典112・113・117のみを出典とした記述を除去したことを報告します。 次に、出典115について説明を加えます。,"['まず、出典112・113・117のみを出典とした記述を除去したことを報告します。', '次に、出典115について説明を加えます。']","[""First, I'd like to report that I've removed statements that only sourced from citations 112, 113, and 117."", 'Next, I will add an explanation about reference 115.']","[('sd',), ('sd',)]"
ありがとうございます。 これで問題のあだ名以外はWikipedia:検証可能性に基づいて記載に問題が無くなりました。,"['ありがとうございます。', 'これで問題のあだ名以外はWikipedia:検証可能性に基づいて記載に問題が無くなりました。']","['thank you.', 'Now, except for the nickname in question, there is no problem with the description based on Wikipedia:Verifiability.']","[('fc',), ('sd',)]"
近親相姦は正式には近親姦と呼ぶというような暗黙の取り決めがあるみたい。 もともと近親姦はファンタジーとして昔は扱われてきたもので、それが公になったのは性的虐待問題があってから。,"['近親相姦は正式には近親姦と呼ぶというような暗黙の取り決めがあるみたい。', 'もともと近親姦はファンタジーとして昔は扱われてきたもので、それが公になったのは性的虐待問題があってから。']","['There seems to be an unspoken agreement that incest is formally called incest.', 'Originally, incest was treated as a fantasy in the past, and it became public after the sexual abuse problem.']","[('sv',), ('sv',)]"
2016年9月21日 (水) 14:21の末吉昌一氏の編集を取り消しました。 理由は出典の参照が適切ではないからです。,"['2016年9月21日 (水) 14:21の末吉昌一氏の編集を取り消しました。', '理由は出典の参照が適切ではないからです。']","['The edit made by Shoichi Sueyoshi at 14:21 on Wednesday, September 21, 2016 has been canceled.', 'The reason is that the reference to the source is not appropriate.']","[('sd',), ('sd',)]"
Doomreaper様、ご意見ありがとうございます。 三昧がヨーガの用語でもあることは存じませんでした。,"['Doomreaper様、ご意見ありがとうございます。', '三昧がヨーガの用語でもあることは存じませんでした。']","['Dear Doomreaper, Thank you for your feedback.', ""I didn't know that samadhi was also a yoga term.""]","[('ft',), ('sd',)]"
こちらには書かれていても、各ページにはない項目が他にもありましたので追加しました。 （追加）となっている部分がそうです。,"['こちらには書かれていても、各ページにはない項目が他にもありましたので追加しました。', '（追加）となっている部分がそうです。']","['Even if it is written here, there were other items that were not on each page, so I added them.', '(Added) is the part.']","[('sd',), ('^2',)]"
>公安調査庁による調査 >非合法な活動を行っている疑いがあるとして、公安調査庁から監視を受けている。 「非合法な活動を行っている疑いがある」という表現は正しくありません。,"['>公安調査庁による調査 >非合法な活動を行っている疑いがあるとして、公安調査庁から監視を受けている。', '「非合法な活動を行っている疑いがある」という表現は正しくありません。']","['>Investigation by the Public Security Intelligence Agency >They are being monitored by the Public Security Intelligence Agency on suspicion of engaging in illegal activities.', 'The expression ""suspected of engaging in illegal activities"" is incorrect.']","[('sd',), ()]"
相変わらず変態っぽい視点のキモい記述が多い。 単に服飾の一種として閲覧しに来た人はどん引き必至かと。 自分もブルマー (フェティシズム)等の項目を分離した方がいいかと思います。,"['相変わらず変態っぽい視点のキモい記述が多い。', '単に服飾の一種として閲覧しに来た人はどん引き必至かと。', '自分もブルマー (フェティシズム)等の項目を分離した方がいいかと思います。']","['As usual, there are many disgusting descriptions from a perverted point of view.', 'People who come to browse simply as a kind of clothing are inevitable.', 'I also think that it is better to separate items such as bloomers (fetishism).']","[('sv',), ('sv',), ('sv',)]"
お返事遅くなりましてごめんなさい。 ご理解いただいてありがとうございます。 WP:TRIVIAは収録曲節内で収録各楽曲の情報を雑多に追加、網羅していく（されている）状況についてです。,"['お返事遅くなりましてごめんなさい。', 'ご理解いただいてありがとうございます。', 'WP:TRIVIAは収録曲節内で収録各楽曲の情報を雑多に追加、網羅していく（されている）状況についてです。']","['Sorry for the late reply.', 'Thank you for your understanding.', 'WP:TRIVIA is about the situation where miscellaneous information about each recorded song is added and covered within the recorded songs.']","[('fa',), ('fc',), ('sd',)]"
3月2日、ドン・フアン・デ・アウストリアで転載が発見されました。 （依頼提出済み）  この記事でも文章の傾向が似ており（伝記的な長文）、転載が疑われています。,"['3月2日、ドン・フアン・デ・アウストリアで転載が発見されました。', '（依頼提出済み）  この記事でも文章の傾向が似ており（伝記的な長文）、転載が疑われています。']","['On March 2, a reprint was discovered in Don Juan de Austria.', '(Request submitted) This article also has a similar tendency (biographical long sentence) and is suspected of being reprinted.']","[('sd',), ()]"
アッサム語やベンガル語では、綴り字上の母音の長短が発音上は区別されません。 ただし、綴り字の転写ではヒンディー語式の長短をつけた転写がされることがあります。,"['アッサム語やベンガル語では、綴り字上の母音の長短が発音上は区別されません。', 'ただし、綴り字の転写ではヒンディー語式の長短をつけた転写がされることがあります。']","['Assamese and Bengali do not distinguish between long and short spelled vowels phonetically.', 'However, in spelling transcription, Hindi-style long and short transcription is sometimes used.']","[('sd',), ('sd',)]"
使用済み燃料プールからの冷却水の飛散ならば能登半島地震の際に志賀原子力発電所でも起きてますね。 まぁ今回は発電所外に流出した点が重要かと。,"['使用済み燃料プールからの冷却水の飛散ならば能登半島地震の際に志賀原子力発電所でも起きてますね。', 'まぁ今回は発電所外に流出した点が重要かと。']","['Splashing of cooling water from the spent fuel pool also occurred at the Shika Nuclear Power Station during the Noto Peninsula earthquake.', ""Well, this time it's important that it leaked out of the power plant.""]","[('sd',), ('sv',)]"
加筆・修正を行いました。 ほとんどの記述はCDのライナーが情報源で、本当はモンサンジョンあたりを読み込んで書いた方がいいんでしょうけど、まあ取り敢えずこれで勘弁して下さい。,"['加筆・修正を行いました。', 'ほとんどの記述はCDのライナーが情報源で、本当はモンサンジョンあたりを読み込んで書いた方がいいんでしょうけど、まあ取り敢えずこれで勘弁して下さい。']","['Added and corrected.', 'Most of the descriptions are sourced from the CD liner, and I think it would be better to read Monsanjon and write it, but for the time being, please excuse me.']","[('^2',), ('sd',)]"
まず、お返事ありがとうございます。 早速ですが、マイクロソフトのライフサイクルポリシーに直接言及する記述は問題にしていません（二つ示されていた資料のうち、前者はそのままで結構です）。,"['まず、お返事ありがとうございます。', '早速ですが、マイクロソフトのライフサイクルポリシーに直接言及する記述は問題にしていません（二つ示されていた資料のうち、前者はそのままで結構です）。']","['First of all, thank you for your reply.', ""It's quick, but the description directly referring to Microsoft's lifecycle policy is not a problem (of the two documents shown, the former can be left as is).""]","[('ft',), ('sd',)]"
現在の記事名「転写」を「転写 (生物学)」に移動させることを提案します。 転写はもともと印刷系の言葉でしょうから「転写」はそちらについての記述とした方が良いと思います。,"['現在の記事名「転写」を「転写 (生物学)」に移動させることを提案します。', '転写はもともと印刷系の言葉でしょうから「転写」はそちらについての記述とした方が良いと思います。']","['I propose to move the current article name ""Transcription"" to ""Transcription (Biology)"".', 'Transcription is originally a word related to printing, so I think it would be better to describe ""transcription"" about that.']","[('sd',), ('sv',)]"
論点整理ありがとうございます。 そのお蔭でひとつ確信いたしましたが、Kagefumimaruさんは「曖昧さ」の意味を履き違えておいでです。,"['論点整理ありがとうございます。', 'そのお蔭でひとつ確信いたしましたが、Kagefumimaruさんは「曖昧さ」の意味を履き違えておいでです。']","['Thank you for sorting out the points.', 'Thanks to that, I was convinced of one thing, but Mr. Kagefumimaru has misunderstood the meaning of ""ambiguity.""']","[('fc',), ('sd',)]"
以下の点につき納得できる説明がされれば、要出典範囲を除去しても構わないとは考えております。 それほど強硬な見解は持っておりません。,"['以下の点につき納得できる説明がされれば、要出典範囲を除去しても構わないとは考えております。', 'それほど強硬な見解は持っておりません。']","['If the following points are explained satisfactorily, we think that it is okay to remove the scope of citation required.', ""I don't have a strong opinion.""]","[('sd',), ('sd',)]"
何世かという話は、国王の場合は公式な見解が存在しますが、貴族の場合は公式のものが無いことが多く、数え方しだいで違うようです。 ちょっと調べてみたら4世となっているものもありました（世界帝王辞典）。,"['何世かという話は、国王の場合は公式な見解が存在しますが、貴族の場合は公式のものが無いことが多く、数え方しだいで違うようです。', 'ちょっと調べてみたら4世となっているものもありました（世界帝王辞典）。']","['There is an official opinion about the number of generations in the case of the king, but in the case of nobles, there is often no official one, and it seems that it depends on how they are counted.', ""When I looked it up a bit, I found that there was something that was the fourth generation (World Emperor's Dictionary).""]","[('sd',), ('sd',)]"
こんなことでただでさえ忙しい日本語版の管理者の手間を煩わせる必要もないでしょう。 (統合せず)リダイレクト化すれば済みます。,"['こんなことでただでさえ忙しい日本語版の管理者の手間を煩わせる必要もないでしょう。', '(統合せず)リダイレクト化すれば済みます。']","['There is no need to bother the Japanese version administrator who is already busy with this.', 'You just have to redirect (without integrating).']","[(), ('sv',)]"
まぁでも早すぎるんじゃないですか？ 2007年に連載開始したばかりですし。,"['まぁでも早すぎるんじゃないですか？', '2007年に連載開始したばかりですし。']","[""Well, isn't it too early?"", 'It just started serialization in 2007.']","[('qy',), ('sd',)]"
非常に興味深く、スラングとしてもよく使われている言葉ですが、出典が示されず独自研究の要素がかなり強い項目となっております。 また、検証可能性にも問題が見受けられます。,"['非常に興味深く、スラングとしてもよく使われている言葉ですが、出典が示されず独自研究の要素がかなり強い項目となっております。', 'また、検証可能性にも問題が見受けられます。']","['It is a very interesting word that is often used as slang, but the source is not indicated and the item has a strong element of original research.', 'There are also problems with verifiability.']","[(), ('sv',)]"
「湖、海で全ての水が凍らないのは、先行して凍った氷が断熱材となるため。」とありますが、氷のほうが熱伝導度が大きそうに思えます。 本当に断熱になるんでしょうか?,"['「湖、海で全ての水が凍らないのは、先行して凍った氷が断熱材となるため。」とありますが、氷のほうが熱伝導度が大きそうに思えます。', '本当に断熱になるんでしょうか?']","['It says, ""The reason why all the water in lakes and seas does not freeze is because the ice that freezes first acts as an insulating material.""', 'Is it really insulated?']","[('sd',), ('qy',)]"
それらの言語についての記載は、それに興味のある方がなさってください。 「国内の著名な学者の文献を参考にしてください」という主張は、あなたから始めた話です。,"['それらの言語についての記載は、それに興味のある方がなさってください。', '「国内の著名な学者の文献を参考にしてください」という主張は、あなたから始めた話です。']","['Please write about those languages \u200b\u200bif you are interested.', 'The claim to ""refer to the literature of prominent domestic scholars"" was initiated by you.']","[('ad',), ('sd',)]"
返信が遅れてすみません。 Sasuyanです。 編集合戦は「善良なるウィキペディアン」の間でもたびたび起こるし、記事をよくしたいと思われている方の編集なら荒らしとは普通言わないので安心してください。,"['返信が遅れてすみません。', 'Sasuyanです。', '編集合戦は「善良なるウィキペディアン」の間でもたびたび起こるし、記事をよくしたいと思われている方の編集なら荒らしとは普通言わないので安心してください。']","['Sorry for my late reply.', ""I'm Sasuyan."", 'Edit wars happen all the time, even among ""good Wikipedians"", and don\'t worry, edits by people who want to make things better aren\'t usually vandals.']","[('fa',), ('sd',), ('sv',)]"
＞2005Jリーグアウォーズでは、ベストピッチ賞に輝いた。 ＞芝がテレビ等で見るにはきれいだが、実際は良くないという評判もある。,"['＞2005Jリーグアウォーズでは、ベストピッチ賞に輝いた。', '＞芝がテレビ等で見るにはきれいだが、実際は良くないという評判もある。']","['Received the Best Pitch Award at the 2005 J.League Awards.', 'There is a reputation that the grass is beautiful on TV, but in reality it is not good.']","[('sd',), ('sd',)]"
この項目は英語版の記事を参考にしたのではなく、日本語版の記事があちらに移植され、向こうの編集者がいろいろと書き加えていったものが英語版の項目です。 ストーリーの「構想」とは何でしょうか。,"['この項目は英語版の記事を参考にしたのではなく、日本語版の記事があちらに移植され、向こうの編集者がいろいろと書き加えていったものが英語版の項目です。', 'ストーリーの「構想」とは何でしょうか。']","['This item was not based on the English version article, but the Japanese version article was ported over there, and the English version was added by the editor over there.', 'What is the ""concept"" of the story?']","[('sd',), ('qo',)]"
「華族当主の子でも、士族ではなく、平民となった。」 の部分は史実とは異なるように思えますがいかがでしょうか。 この族籍の区分は歴史的、地域的に多様で、一概の記述は出来ないと考えます。,"['「華族当主の子でも、士族ではなく、平民となった。」 の部分は史実とは異なるように思えますがいかがでしょうか。', 'この族籍の区分は歴史的、地域的に多様で、一概の記述は出来ないと考えます。']","['""Even though he was the son of a nobleman, he became a commoner, not a samurai.""', 'This division of tribes is historically and regionally diverse and cannot be described in general terms.']","[('^q',), ('sd',)]"
現在「WORKING!!」（以下当ページ）にある登場人物の項を分割することを提案します。 主な理由は以下の通りです。,"['現在「WORKING!!」（以下当ページ）にある登場人物の項を分割することを提案します。', '主な理由は以下の通りです。']","['I propose to divide the character section currently in ""WORKING!!"" (hereinafter referred to as this page).', 'The main reasons are as follows.']","[('sd',), ('sd',)]"
こんにちは。 ContinentalGTと申します。 基本的にはオルドルボントンさんの一発目のコメントの提案に賛成です。,"['こんにちは。', 'ContinentalGTと申します。', '基本的にはオルドルボントンさんの一発目のコメントの提案に賛成です。']","['Hello.', 'My name is ContinentalGT.', ""Basically, I agree with Olderbonton's suggestion in the first comment.""]","[('fp',), ('sd',), ('sd',)]"
私は「あっても良い」との立場です。 「前例がないから今回も作らない」との考え方もありますし理解しております。,"['私は「あっても良い」との立場です。', '「前例がないから今回も作らない」との考え方もありますし理解しております。']","['I\'m in the position that ""it\'s okay"".', 'I understand that there is a way of thinking that ""we will not make it again this time because there is no precedent"".']","[('sd',), ('^q',)]"
統合しました。 後は修正等をお願いします。 過去の版において該当する人物記事が差戻された形跡があります。,"['統合しました。', '後は修正等をお願いします。', '過去の版において該当する人物記事が差戻された形跡があります。']","['Integrated.', 'Please correct it later.', 'There is evidence that the corresponding person article was sent back in the past edition.']","[('sd',), (), ('sd',)]"
編集お疲れ様です。 さて、上記で示された論点のうち、1と5についてはWikipedia:表記ガイドにてガイドラインが提示されています。,"['編集お疲れ様です。', 'さて、上記で示された論点のうち、1と5についてはWikipedia:表記ガイドにてガイドラインが提示されています。']","['Thank you for your editing.', 'Wikipedia:Notation Guide provides guidelines for points 1 and 5 listed above.']","[('fc',), ('sd',)]"
インデント戻します。 まあ私の発言についてのあなたの反論への言及はこれ以上の議論の奮起を避けるため黙秘しますが、とりあえずはもうこのページでの編集は今のところしないんですね？ ならいいんですが。,"['インデント戻します。', 'まあ私の発言についてのあなたの反論への言及はこれ以上の議論の奮起を避けるため黙秘しますが、とりあえずはもうこのページでの編集は今のところしないんですね？', 'ならいいんですが。']","['Indent back.', ""Well, I'll keep quiet about your refutation of my statement to avoid inciting further discussion, but for now you won't be editing this page any more, will you?"", ""If so, that's fine.""]","[('sd',), ('qy',), ('sd',)]"
本文の中へコメントを埋め込んでしまって済みません。 差し替える挿絵があるわけではありませんが、気になったものですから。,"['本文の中へコメントを埋め込んでしまって済みません。', '差し替える挿絵があるわけではありませんが、気になったものですから。']","[""I'm sorry for embedding the comment in the text."", ""I don't have an illustration to replace, but it's what I was interested in.""]","[('sd',), ('sd',)]"
調べてみましたら、このような（、、）例がありました。 いずれも現代の土木工学で作られた吊り橋です。 ただ、吊り橋の中でも相当に特殊な例だとは思います。,"['調べてみましたら、このような（、、）例がありました。', 'いずれも現代の土木工学で作られた吊り橋です。', 'ただ、吊り橋の中でも相当に特殊な例だとは思います。']","['When I looked it up, there was such an example (,,).', 'All of them are suspension bridges made with modern civil engineering.', 'However, I think that it is a very special case among suspension bridges.']","[('sd',), ('sd',), ('sd',)]"
そうですね。 仰るとおり、原則として出典が必要だと思います。 手持ちの地図帳で見つからないので、図書館行って地名事典を調べなければならないと思います。,"['そうですね。', '仰るとおり、原則として出典が必要だと思います。', '手持ちの地図帳で見つからないので、図書館行って地名事典を調べなければならないと思います。']","['I agree.', 'As you said, I think you need a citation in principle.', ""I can't find it in my atlas, so I think I'll have to go to the library and look up a gazetteer.""]","[('aa',), ('sv',), ('sd',)]"
旦整理ということでインデントを戻します。 以下Sutepen angel momoさんが整理していただいた点について見解を述べます。,"['旦整理ということでインデントを戻します。', '以下Sutepen angel momoさんが整理していただいた点について見解を述べます。']","[""I'm going to put the indent back in order to organize it."", 'Below is my opinion on the points that Sutepen angel momo sorted out.']","[('sd',), ()]"
先訳者に敬意を表するという観点から、再訂正については納得しました。 ただ  1）大野英二氏が慣例からやや外れた表記を採用していること。 2） と  、　と には実際の発音上、大きな違いがあること。,"['先訳者に敬意を表するという観点から、再訂正については納得しました。', 'ただ  1）大野英二氏が慣例からやや外れた表記を採用していること。', '2） と  、\u3000と には実際の発音上、大きな違いがあること。']","['From the point of view of showing respect to the previous translator, I am satisfied with the re-correction.', 'However, 1) Mr. Eiji Ohno has adopted a somewhat unconventional notation.', '2) There is a big difference in actual pronunciation between and .']","[('sd',), ('sd',), ()]"
nnhさんに同意します。 iPodは米国の製品であり日本の製品ではない。 米国の事情を書いている文章に日本円で記述することは正確性と中立性を害します。,"['nnhさんに同意します。', 'iPodは米国の製品であり日本の製品ではない。', '米国の事情を書いている文章に日本円で記述することは正確性と中立性を害します。']","['I agree with nnh.', 'The iPod is an American product, not a Japanese product.', 'Writing in Japanese yen in a document describing the situation in the United States harms accuracy and neutrality.']","[('aa',), ('sv',), ('sd',)]"
