Sentence,dialog_acts
I was watching the newshour on PBS the other night and the explorers from the new guinea exploration team said they had found a new species of monotreme.,"('sd',)"
They called it a giant echidna and said it weighed around 15 lbs.,"('sd',)"
I have done some research on this though and the giant echidna is listed as an extinct species.,"('sd',)"
"The text under classification includes: [Titanosauria is named after the poorly known genus Titanosaurus, which was coined by Lydekker in 1877 on the basis of a partial femur and two incomplete caudal vertebrae.","('sd',)"
"I'm not that concerned about your change to the article, but I thought I'd comment that while I've only been an initiate for half that time, I've found our Goddess more commonly referred to as The Lady than as anything else.","('sd',)"
"Both in schlock pop publications which have little to do with initiatory Wicca, and in Alexandrian and Gardnerian covens.","('sd',)"
How can there be no mention of Charles Darwin and The Origin of Species?,()
Surely its publication was one of the key events in the evolution (sorry) of atheism.,()
By suggesting a process for the diversity of life that did not require a God Darwin hammered the final nail into God's coffin.,"('sv',)"
Because the issue is that the only people claiming that the Waldensians predate Peter Waldo are select non-Waldensian protestant groups trying to claim the Catholic doctrine of apostolic succession through the Waldensians.,"('+',)"
"See, for example, The Trail of Blood.","('sd',)"
These sources were written specifically to try and beat Catholicism at its own game.,"('sd',)"
In the function types section it states: S1 → S2 ≤ T1 → T2 if T1 ≤ S1 and S2 ≤ T2.,"('sd',)"
I think this should be T1 → T2 ≤ S1 → S2 if T1 ≤ S1 and S2 ≤ T2.,()
Perhaps North Korean should also be listed within this article hundred the heading of communist monarchy.,"('sv',)"
"For the Kims, the weakest link is family: I'm a sociologist, by discipline.",()
"Or indiscipline, do I hear you sneer?","('qy',)"
"When STUPID approaches ITY... By your rationale, it would be prudent to eliminate outdated documents like the Constitution and replace them with our good faith in the intentions and agendas of our wonderful oligarchy.","('sv',)"
"Ok, I have surfed the web and different sources says different things about his family background.","('sd',)"
"However one this is always the same, he is of Italian and Austrian decent.","('sd',)"
"He always spoke German at home, he says in many interviews on this issue.","('sd',)"
The term 'cathedral' is not dependent on the size of the church.,()
"There are some relatively small churches which have the status of a cathedral, one good example being St David's Cathedral in Wales.","('sd',)"
"The status of a church being designated as a cathedral is down to the presence of a Bishop's throne, or 'cathedra' in the church, hence the term 'cathedral'.",()
"Reply Marie Louise, really though, is very frequently identified by, if not best known by, her premarital designation of Austria.","('sd',)"
"Marie Louise ruled a duchy, but she was the consort of an empire with a very, very famous (or infamous) emperor.","('sd',)"
"If she had only ever been duchess of Parma and not empress of the French, then perhaps the title Marie Louise, Duchess of Parma would be sufficient.","('sd',)"
There should be a criticism section in this article.,"('sv',)"
"For example it is widely alleged that Idolmaster ravaged the Vocaloid scene by luring over many fans to an easier and idler, self-defiling kind of passtime.","('sd',)"
"(In contrast, programming and fine-tuning vocaloid voices to create enjoyable songs is a complicated and really time consuming process).","('sv',)"
"I'm not sure if anybody watching this has an account on the Simple English Wikipedia, but the description there seems a little messed up.","('sd',)"
"In particular, the CNO cycle occurs with higher mass stars, rather than lower mass stars.","('sd',)"
There are a few other minor inconsistencies as well.,"('sd',)"
"Wikipedia is a general interest encyclopedia, not a racing stats site.","('sd',)"
By giving equal billing to desperately trivial and (in some cases) erroneous statistics you serve to belittle the significance of those that actually mean something and are widely used to judge the relative merits of drivers.,"('sv',)"
"Well, I've gone and changed the definition of local compactness again.","('sd',)"
"Actually, the article now mentions all three definitions up front and refuses to commit to any one.","('sd',)"
I did this because almost all references I've checked were not using our (previous) definition.,"('sd',)"
"Hello fellow Wikipedians, I have just added archive links to on Pony Express.","('sd',)"
Please take a moment to review my edit.,"('ad',)"
"If necessary, add after the link to keep me from modifying it.","('sd',)"
The source is the official CFL record book.,"('sd',)"
"That is the official, definitive source.","('sv',)"
Just like it was the last time consensus went against you.,"('sd',)"
"I was a member of a elite F-14 squadron, (VF-211,'79 to '83), and we used to kick the Airforce's backside so hard and so often that I had lost all respect for them until the Gulf War.","('sd',)"
"80% of our pilots were Topgun grads, which was unusual at the time.","('sd',)"
We would kill state-side Airforce birds during wargames on average at a ratio of 7 to 1 to as bad as 12 to 1.,"('sd',)"
"Apologies to whoever will fix this, but I couldn't figure out what else to do.","('fa',)"
"I found this deadend article — it's very long — which looks like something out of a 19c textbook, the language of it too old I think to be a copyvio, the subject of it, as far as I could tell, not likely to be a spoof so not a candidate for Vfd.","('sd',)"
The archives for this page are totally messed up.,"('sd',)"
"Some newer threads have been archived while there are a bunch of very old threads that are stuck here on the current talk page (probably because the archive bot doesn't recognize the way comments were signed on those very old threads, plus some of them were added unsigned and for some reason didn't get flagged by the unsigned bot).","('sd',)"
The fact that you instigated this discussion should be sufficient explanation - a worrying number of contributors seem to believe that simply because something exists on Wikipedia then it must be true and worthy.,()
Please take your hands from over your ears and do everyone the courtesy of listening.,()
"It looks like РУСИ to me, but I could see it as РУСIИ.","('sd',)"
"The Russian Wikipedia page for it cites a book and claims that it was originally, Руси сий, but that the inscription was removed during the Time of Troubles and only restored by Peter the Great.","('sd',)"
So it stands to reason that it's not the original.,"('sv',)"
"I have removed the incorrect text from the article 'Historically the territory that was inhabited by the Don Cossacks, which explains the very large Russian minority and the almost dominant Russian language'.",()
"Historically only one forth or even fifth of the Lugansk region was inhabited by Don Cossacks, and that does not explain almost dominant Russian language in the region cities.","('sd',)"
"Oppose the common name for the genus is Taraxacum, it is by definition the recognised name.","('sd',)"
The concept sits within probably the most well defined and agreed cross referencing ever elaborated.,"('sd',)"
"Dandelion is a term for a local plant, quite lovely in the context of childhood memories, for example, an association with a moment of delight when shown a plant and it is given a name.","('sd',)"
"The author of the article mentions that Zeus created woman as a punishment for the theft of fire, and names her Pandora.","('sd',)"
"However, the name Pandora is not substantiated by the text of the Theogony itself (it is a general assumption based on a similar theme in Works and Days which does mention Pandora).",()
"The Schwarzschild radius, as I have just calculated, appears to be not 1 Planck length, but 2.","('sd',)"
"I repeated the calculation many times, to no avail.","('sd',)"
"Finally, I checked up with Wolfram and many forums, and many people appear to have gotten the same answer as me.","('sd',)"
"External links modified Hello fellow Wikipedians, I have just added archive links to on Centre Georges Pompidou.","('sd',)"
Please take a moment to review my edit.,"('ad',)"
"If necessary, add after the link to keep me from modifying it.","('sd',)"
"As I've said in my edit summary, Zenit's negotiations with Arsenal obviously deserve a mention somewhere in the article.","('sv',)"
"Regardless of whether the deal itself goes through or not, it will still have a very big effect on his career.","('sd',)"
"I think that something should be added about the issues and some of the controversies surrounding News Corp. For example, the media laws in Australia and claims of bias and sensationalised news.","('sv',)"
Possibly also mention the film Out Foxed: Rupert Murdoch's War On Journalism (and even Farenheight 9/11) as they discuss these issues.,"('sv',)"
"Hi, first of all, sorry for my English.","('fp',)"
I'm the main writer of the correspondent voice Unione Sportiva Avellino in it.wiki.,"('sd',)"
The information written in the english voice are not completely true because U.S. Avellino is not gone bankrupt but it failed the joining to the Prima Divisione for financial causes.,()
"I tend to agree that the reliance on Pariser's work lends bias to the article; however, I understand that until more scholarly work is completed, there will be little other sources to complement Pariser's evidence.","('sd',)"
"Reference to Jesus' birth prior to the edits by User: Jonathunder involved either BC or AD without argument, and the introduction of the common era terminology was undiscussed prior to its replacement of BC.","('sd',)"
Thank you for following best practices.,"('fc',)"
I sincerely thank you.,"('ft',)"
I'm saying that compensation would not sway me away from my editorial integrity to keep things netural.,"('sd',)"
There is a discussion in progress on Talk: Moscow Paveletskaya railway station#RfC on Moscow railway stations which affects this page.,"('sd',)"
Please participate on that page and not in this talk page section.,"('sv',)"
There is an ongoing dispute as to whether Nintendo actually produced Special Super Mario Bros. or whether it was an illegal port.,"('sd',)"
"Unless someone can produce a reference, I'm going to mark it as just ported.","('sd',)"
Why leaving out such important area of real world DBMS application from the article?,"('qw',)"
Why is it so unusual compared to other examples?,"('qw',)"
Novell's entire product line is based on such kind of DBMS.,"('sd',)"
"I'm sorry, but that webpage did not satisfy me.","('sd',)"
"That page has the following statement, It has been argued that this is a good example of science correcting its errors, apparently written by Richard Harter.","('sd',)"
I'm not sure that a website for a discussion group is a very authoritative source.,"('qy^d',)"
"What is the source of the statement, that the energy needed for removing two electrons is equal to second ionization energy and not the SUM of first + second ionization energy?","('qw', 'qy')"
"According to NIST databse, Ar 1+ is 15.7596 above ground state, Ar 2+ is 27.6297 eV above 1+, etc...","('sd',)"
"There are only two valid species of Ornithomimus, O. velox and O. edmontonicus.","('sd',)"
"O. sedens and O. tenuis are nomina dubia, probably synonymous with O. velox (they were found in the same location as O. velox).","('sd',)"
"In other words, Coelosaurus antiquus, a dubious ornithomimosaur from the eastern US, is probably distinct from Ornithomimus on the basis of geographical location.","('sd',)"
"On October 11th Michael Vick confirmed he was a dog owner again I understand the strong emotions by some people about our family's decision to care for a pet, Vick said in a statement.","('sd',)"
"As a father, it is important to make sure my children develop a healthy relationship with animals.","('sd',)"
"Just a note on the discussions above about this article's relevance: one thing that doesn't seem to be mentioned is the importance of the people as a political category, which the article touches on.","('sd',)"
"It's not equivalent to masses, the working class, the proletariat, etc., and has a significant history of use in a wide-range of political and cultural movements.","('sv',)"
You make some interesting points here.,()
"With regard to the subspecies, I know they exist but I have found practically nothing about them which limits what I can include in the article.","('sd',)"
I could omit the statement that the article is about Bufo bufo bufo because very few of the sources distinguish between the subspecies at all.,"('sd',)"
"Someone edited the political views section to include a sentence: Sarandon played a minor role in the 2016 US election, becoming the first 'Bernie Bro' to help throw the election in the favor of an overgrown Cheeto.","('sd',)"
"In addition to jamming this sentence in between the two source links for the previous sentence, this is also clearly trivial complaining from partisans of the 2016 US election.","('sv',)"
"INTRODUCTION BY PAUL ERIK: There has been edit warring on this article for a while now, and no discussion opened on the talk page.","('sd',)"
I have protected the article for the time being.,"('sd',)"
The terms 'anode' and 'cathode' are too vague to be used to describe specific electrodes in a rechargeable battery.,"('sd',)"
The 'anode' is the electrode from which conventional current flows into an electrochemical cell.,"('sd',)"
"In a rechargeable battery, the anode during discharge becomes the cathode during charging (and vice versa), hence the source of he vaguary.","('sd',)"
"The article states that Mickey Mouse carries the middle name Theodore, but cites no source.","('sd',)"
"I have been trying to find an original source for this name for some time now, but the search has been completely fruitless.","('sd',)"
"Several list articles around the Internet repeat the claim, but none of them seem able to tell where that name came from.","('sd',)"
The idea that it was called Denmark-Norway at the time seems dubious.,"('sd',)"
"In diplomacy, the whole thing would have just been called Denmark.","('sv',)"
In internal administration you would presumably talk about Denmark and Norway.,"('sd',)"
PostgreSQL is capable of scanning indexes backwards when needed; a separate index is never needed to support ORDER BY field DESC.,"('sd',)"
Every database system is capable of scanning indexes backwards when needed.,"('sd',)"
The fact tag was removed from the 'significance' section on July 15.,()
"I am citing David Glantz and Jonathan House, When Titams Clashed, , p.","('sd',)"
"Having personally met Prof E.H. Mathews, and spoken with him, I take exception to the editor who replaced his name with a spurious 'Prof Birch of Wales' who was NEVER responsible for the PP gliders.","('sd',)"
"If the replacer will identify himself / herself it would be appreciated, and some discussion entered into.","('sv',)"
"Hi, when I say it diverges, given this topic is feminism, there is an awful lot of debate about the family and social position relevant to feminism, but the article skips that and goes to the effect of the acquisition of wealth.","('sd',)"
"Given this is close to a major politics topic, I have my head in my hand at that stage.","('sd',)"
Not sure I like that lack of good faith being put forth..but o well...,"('sv',)"
Lets look at the example you gave here) If one would have taken the time to look one would have seen that it was not properly dated in the first place...a portion of the edit only corrected the date of publication and added some marital that was removed because it was not sourced..thus a source was added.,"('sv',)"
I think we should agree on what range we will publish for the bassoon.,"('sv',)"
"I suppose that certain freaks of nature enjoy playing high A-flat above the treble staff, but I am not one of them.","('sv',)"
"Nonetheless, doesn't it seem logical that the graphical depiction of the range should match the text description?","('qy',)"
The article is tainted - so you don't want spoilers?,()
"You say you want to form an opinion, but as soon as there is the slightest danger of that happening, you start complaining.",()
"It seems you want to keep sitting on the fence, so you reject everything that could change that state of affairs.","('sv',)"
The problem is that the analyst chooses what lexicon to use.,"('sv',)"
He first said DeNA is developing the game and Nintendo is only doing quality assurance.,"('sd',)"
"Then, he rephrases and says DeNA is programming the game and Nintendo is designing it.","('sd',)"
Boethis should follow the model of Bach.,"('ad',)"
"Boethius redirects -> Anicius Manlius Severinus Boethius, which then has a line at the top which says “Boethius” redirects here.","('sd',)"
"For other uses, see Boethius (disambiguation).","('sd',)"
"Barangay Ned, Lake Sebu, South Cotabato is a very large, rural barangay with many smaller and widely spaced settlement areas called sitios.","('sd',)"
"Though I don't know for sure, I imagine that other rural areas have similar situations.","('sv',)"
"I do not know, however, if the sitios have their own mini governments.","('sd',)"
"In the Seventh Grade, I had the chance to look under the microscope at some paramecium.","('sd',)"
I found it rather surprising when I didn't see any mention of just how fast paramecium can move.,"('sd',)"
Their little cilla allows them to zip all over the petri dish!,"('sd',)"
"Yes, we parrot-owned humans seem to have a tendency to think of our birds as 'babies', even if that is not technically the case.","('sd',)"
"My indoor budgie is four and despite him being a fully mature adult and my knowing better, I still occasionally call him a 'baby budge'.","('sd',)"
I will also note that the terms sound barrier and sonic boom have an important and interesting historical context - I reference the opening lines to the movie The Right Stuff: A demon lived in the air...it lived at Mach 1 on the meter...,"('sd',)"
"Speaking of which, I just deleted yet another lovey-dovey section of Ash and May being together.","('sd',)"
This is all my fault.,"('sd',)"
I never should have caused that age problem thingy.,"('sd',)"
"According to Andrew Glassman of the Gay People's Chronicle (August 29, 2008), seven of the eleven out athletes at the Beijing Games won medals.","('sd',)"
"In addition to Mitcham's gold, Natasha Kai of the U.S. brought home gold in soccer, while Gro Hammerseng and Katja Nyberg, who are a couple, brought gold medals home to Norway in handball.","('sd',)"
This section should also include how Central banks use government debt to create fiat national debt money like the Federal Reserve Note.,"('sv',)"
This section should describe how governments cannot get out of debt b/c it is the backing of their nations money.,"('sd',)"
"IOW, if the government debt was eliminated there would be no money.","('sv',)"
"I know it's strange, but I have found another Famitsu score for the SFC version of F-Zero.","('sd',)"
It's actually part of the 30 Point Plus section at the end of the Cross Reviews in the magazine I have.,"('sd',)"
The Cross Reviews are of course the 4 basic Famitsu scores (scored 1-10) which are added together to give a total out of 40.,"('sd',)"
He is much better known as Colmcille.,"('sd',)"
I've never heard anyone in person describe him as Columba.,"('sd',)"
'Sources (mostly from official regional/tourism and local business sites).,()
"About that sentence's subordinate clause: later in the San Fernando Valley in southern California, where she took refuge in books...",()
"The refuge started sometime sooner than California, not sure when exactly.","('sd',)"
Quite right - it's a generally very poor article indeed.,"('aa',)"
"The Views and Criticisms sections in particular are awful - full of strangely unconnected links, and links to blogs; allegations and counter-allegations, much of it of limited value or consequence.","('sv',)"
Did someone have a field day posting tags all over the article?,"('qy',)"
"I definitely agree that citations are important to have, especially for information that is not generally known, but some of the information that is here, I may consider common knowledge of the subject.","('aa',)"
Some of the stuff tagged are things that you would get by simply looking at the two words.,"('sd',)"
"However, that is not a sufficient reason to use Princess as part of the heading of this article.","('sd',)"
"We do not use Lady whatever, Peeress of something either.","('sd',)"
"I saw the same record, and updated his year of birth accordingly.","('sd',)"
But the year was then changed back by another contributor.,"('sd',)"
"Reviewing various historical news and book sources, 1935 is the much-more-commonly cited year.","('sd',)"
"First , I don't think any Arabic Al is interchangeable with Persian -e- .","('sv',)"
"In Persian language, (-e-)is used only in two occasions: to show father ship and to show adjective.","('sd',)"
There is a move discussion in progress on Talk: World Championships in Athletics which affects this page.,"('sd',)"
Please participate on that page and not in this talk page section.,"('sv',)"
What about talks on the next GTK+?,"('qo',)"
"Imendio wants the next generation of GTK to enable development of better user interfaces with sophisticated visual effects, animations, physics, and stacking.","('sd',)"
Is let alone on the sequel of the film in the article?.,"('qy',)"
"At the end of the film Dove Cameron reads that that is not end of the story, something more or less said.","('sd',)"
"Is it because there are no reliable sources, or it has not confirmed anything yet?","('qy',)"
The second sentence under the subhead on the article page needs to be reworked; it doesn't make sense as it stand.,"('sv',)"
Looks like perhaps something was copied incorrectly or incompletely.,"('sv',)"
I will do this by tomorrow if no-one else does.,"('sd',)"
There has been plenty of time for people to object or do the merge themselves.,"('sv',)"
"Aside from that I will stay out of the article, for reasons below, and leave it to others thenfrom..","('sd',)"
"Exactly, please feel free to add citations, to restore and edit the text according to those citations, and to integrate it properly into the text.","('aa',)"
"That is why the section has been moved here rather than simply deleted, as I suspected there was an unstated reason (not apparent in the section) for its presence.","('sv',)"
"I removed the claim that the Chinese invented aviation with kites — it would be just as easy to claim that arrows, spears, boomerangs, paper darts, or even thrown stones were the first flying machines.","('sd',)"
"Likewise, the Chinese hot air lanterns, while they float, are not really relevant to aviation, and again, there are probably similar objects in other cultures.","('sd',)"
I don't think this needs to be added and I'm pretty much a devoted fan of this band myself.,"('sd',)"
"This was a fan project I also participated in, but this is not something belonging to an encyclopedia.","('sd',)"
"If the agency responds, takes up the matter or the band otherwise does a major step connected to this issue (lawsuit, or official statement release) then we can mention it in a line or two.","('sd',)"
who lived in ancient India The above line gives an impression that buddha was born in india .,()
It doesnot mention at first to confirm buddha's birthplace but rather goes to say that he lived in ancient india.,()
"While this text is correct however since we have a seperate country called india in today's time, it creates an impression that he was born in india.",()
I've tried to jump-start this process by supplying a Template: History of Switzerland and also writing the first article of that proposed series.,"('sd',)"
"The template is a bit preliminary, though.",()
"They wrote in Aramaic in the earlier phases of their history, but does that make them Aramaic-speaking?","('qy',)"
"They had Arabic names, for one thing, and the Wikipedia article on Nabataeans says: This Aramaic dialect was increasingly affected by the Arabic dialect of the local population.","('sd',)"
"Hello fellow Wikipedians, I have just added archive links to on Stefanía Fernández.","('fp',)"
Please take a moment to review my edit.,"('ad',)"
"If necessary, add after the link to keep me from modifying it.","('sd',)"
This article seems to have some conflicting views on Pachacuti.,"('sv',)"
"For example He sent his son Tupac Inca Yupanqui an army to repeat his conquests and tyranny seems to suggest a negative bias on the subject, as does the preceding sentence about how authoritative and repressive his society was.","('sd',)"
"For an inhabitant of rural Bavaria (like me), the section on Germany here could leads to some smile, since the Nigerian scolar on whose article the section is based makes the same mistake that many foreigners do: Writing/saying Germany while meaning Bavaria.","('sv',)"
"As far as I'm aware all other articles other than Westminster and Salford refer to the settlement as a city as well as the district, see Carlisle (referred to as a city) City of Carlisle (local government district with the status of a city).","('sd',)"
The Oxford Dictionary entry for Salford describes it as a city and metropolitan district and gives the settlement population.,"('sd',)"
—Preceding unsigned comment added by Mandingoesque (talk • contribs) Not really.Nyeri and Karatina areas in Central Province rarely have any Malaria cases.,"('ng', 'sd')"
Karatina especially only gets Malaria when someone brings it from a Malaria zone and even then cases rarely exceed 500 in a year.,"('sd',)"
"Hello, I have been assigned to edit this article as part of my class.","('sd',)"
"Please notify me of any mistakes or lack of etiquette, I'm quite new to editing on this platform.","('sd',)"
I was looking at the article Biological globalization and found it to be quite lacking in information.,"('sd',)"
Any additional comments: The above discussion is preserved as an archive of the proposal.,()
Please do not modify it.,"('ad',)"
"oh my, I had to look up the meaning of cladogram!","('sd',)"
Are there WP articles that feature this helpful diagram?,"('qy',)"
Thanks for your supportive cmt regarding the evolution section.,"('fc',)"
I was searching for a map I found on Wiki that described Mass Migrations ... has it been edited?,"('qy',)"
It looked ALMOST identical to the ones here.,"('sd',)"
"I remember it showed also both Goth migrations South into Germany, and South-West into Denmark.","('sd',)"
You have no argument.,"('sd',)"
The leading paragraph gives the timeframe of established... in the 19th century and the second paragraph gives birth/death years of the four major individuals.,"('sd',)"
Nothing is censored and its current wording reflects how it is portrayed in independent reliable sources.,"('sv',)"
I would add that much of the writing on this page is very handwave-y and ambiguous (esemplastic?!).,()
"Lots of science, hard thinking and work has been put in to this field over thousands of years and it deserves better.","('sv',)"
"Also, Gibson is not the only psychophysicist.","('sd',)"
The whole section about Ottoman-Georgian co-operation against Armenians is wrong and somebody's provocative POV.,"('sv',)"
Also nobody in Georgia desired for Armenians to be slaughtered by Turks.,"('sd',)"
Its ridiculous claim and should be modified and re-edited.,"('sv',)"
Fails to fully address temperature dependence of miscibility.,"('sd',)"
"Component fluids (e.g., oil and water) may become completely miscible at a high enough temperature called the consolute point.","('sd',)"
The mixture exhibits interesting critical behavior at the consolute point.,"('sv',)"
Actually the given reference was indeed a Kotaku article.,"('sd',)"
But the one and only source of the Kotaku article was an internet forum post.,"('sd',)"
"US chart order continues to list the US adult charts before the Hot 100, contrary to MOS: CHARTS which shows in one example the US Alternative Songs coming after the US Billboard Hot 100.","('sd',)"
"Alphabetical order is used for countries, but the main chart – in this case, the Hot 100 – should always come before any secondary country charts such as Adult Top 40 and Adult Contemporary.","('sd',)"
The discovery of the Friedel-Crafts reaction was the fruit of serendipity and keen observation.,()
"In 1877, Friedel and Crafts were working in Charles A. Wurtz's laboratory.","('sd',)"
"In order to prepare amyl iodide, they treated amyl chloride with aluminum and iodine using benzene as the solvent.","('sd',)"
"PBP, I see that you added the DOB again, noting that you can Google it.","('sd',)"
"I have, but none of the sources substantiate the claim.","('sd',)"
Please find a legitimate source to cite.,"('^2',)"
Suggestions This wiki article is very well written!,"('sd',)"
"But, you may want to consider including or editing the following: Under introMay want to add citations in, I know that they may be cited later on in the article but it should still be cited.","('sd',)"
The term bullpen did not originate with the release of Bull Durham tobacco in 1860.,"('sd',)"
That is incorrect in SO many ways.,()
"Blackhall partnered with Morris in 1857 as BF Morris Tobacco Company to sell Best Flavored Spanish Smoking Tobacco In 1864, they had sold out to John Ruffin Green.","('sd',)"
I have cut the sentence mentioning his son (Gregory Bateson) which originally appeared in the Career section of the article and moved it upwards (to the lead).,"('sd',)"
It seems that fatherhood is not an element of someone's career.,"('sv',)"
"So, I think it is more elegant if this piece of information comes in the lead section of the article.","('sd',)"
For some time I have been going crazy trying to determine the words to a line in this song.,"('sd',)"
Without exception everyone assures me I am wrong.,"('sd',)"
"Even the official lyrics of the song say I'm wrong, but I can't convince myself that I am because the line (as accepted by most), simply doesn't make sense.","('sv',)"
Strong oppose fails WP: PT specifically fails long term encyclopaedic primary in books - particularly any textbook related to fluids.,()
A bowser is a longstanding term for a petrol/fluids tank in UK and a water tanker in Australia.,"('sd',)"
"I agree with Slrubenstein, the template doesn't belong here.","('sd',)"
I've also removed the {{Community}} navigation box from the article.,"('sd',)"
"That is totally out of place, IMO.","('sv',)"
"At present this article has a mixture of U.S and UK English, with occasional tussles over the odd word.","('sd',)"
My last attempt to harmonise/harmonize throughout was reverted.,()
Any consensus as to which variant to use?,"('qy',)"
"Another point of contention: I also believe it is improper to count historically real nations that once existed as 'micronations', particularly those that held significant amounts of territory, like Sarawak or the Indian Stream Republic, which would today rival many fully recognised minor nations like Bhutan, Lichtenstein, Andorra, Brunei, etc.","('sv',)"
"Weddell (interested in southward distance) mentions that Bellinghausen said We continued our cruise to the south-east, sailing between large masses of ice; but, notwithstanding all our efforts, we never could pass the 70° of south latitude, and this only in one place.","('sd',)"
"In all others, we could only advance 69½°.","('sd',)"
"— Edinburgh Philosophical Journal, No.","('+',)"
"23, p.",()
"I have tried to clean up the translation quite a bit, since it did not seem to have been proofed by a native English speaker.","('sd',)"
"I opted for 'thou' throughout since someone had already chosen that for at least part of it and 'tu' is archaic or literary in modern Brazilian Portuguese, but I wouldn't object to 'you' throughout either; it was just the mix that was not acceptable.","('sd',)"
A while back I contributed several sections based on years of engineering knowledge of vehicle dynamics and suspension design.,"('sd',)"
The discussion about Sprung Weight Transfer was changed so much as to make the entire discussion wrong.,"('sd',)"
One major concept in SWT is the roll moment arm.,"('sd',)"
I was just reading this article and came across a sentence in the fourth paragraph of the babypowder section that says something like a jury on “Tuesday” ... “date” followed by a quotation.,"('sd',)"
Two things struck me.,"('sd',)"
In the section algorithm it's said: Find the smallest r such that or(n) > log2(n).,"('sd',)"
"That condition is not sufficient, because with only that limitation also Charmichael numbers outputs prime.","('sd',)"
"This is the sort of thing you can expect from Hutton, and a prime example as to why he should be taken with a few grains of salt.",()
I would go so far as to state he's not as familiar with Germanic paganism as he should be.,"('sd',)"
"As you noted, his lack of foot notes here is really revealing, and this is most definitely not a popular theory as the subject is hardly so simple.","('sv',)"
I agree that removing those two sections should be considered.,"('aa',)"
"Those fields have been left blank in the article infobox for Laurence Olivier, a comparable artist notable in multiple fields.",()
"The template guidelines advise, Only use those parameters that convey essential or notable information about the subject.","('sd',)"
"Much of what the author(s) have said may be true, but the article needs to be re-written from a neutral point of view.","('sv',)"
Present the facts and let the readers draw their own conclusions.,()
"For example, accusations against the United States should not be in the first paragraph.","('sd',)"
"Actually, what I recalled is already in the article under Pali#Classification: A number of its morphological and lexical features show that it is not a direct continuation of Ṛgvedic Vedic Sanskrit.","('sd',)"
"Instead it descends from one or more dialects that were, despite many similarities, different from Ṛgvedic.","('sd',)"
"Thank you very much for emailing those to me, I really appreciate it.","('fc',)"
"However, I am not entirely convinced by them...","('sv',)"
"Regarding the “His Saddest Song” article, I cannot find anything here where Clapton says the song was written for, or inspired by, his sons death.",()
"This was ruled on by the government prior to Elizabeth's coronation, who agreed on a higher number convention.","('sd',)"
"So England will never have a James III, IV, V, VI or VII because Scotland already used those numbers.","('sd',)"
The above discussion is preserved as an archive of a requested move.,"('sd',)"
Please do not modify it.,"('ad',)"
Subsequent comments should be made in a new section on this talk page or in a move review.,()
"In the entry it says the button on the Poké Ball needs to come in contact with the Pokémon in order to be captured, however in Princess vs Princess Season 1 episode 52 of the Pokémon anime Jessie captures a Lickitung with the button facing the opposite direction.","('sd',)"
This may have just been a mistake by the animator but I think it's important enough to bring up.,()
"Change the following: Since the 1970s, the commonest form of this has been Young Earth Creationism which posits special creation of the universe and lifeforms within the last 10,000 years on the basis of Flood geology, and promotes pseudoscientific creation science.","('sd',)"
Stop adding the Wii as a platform for this game.,"('fc',)"
"Airborne uses the Unreal Engine 3 which is not compatible with the Wii, therefore it is pretty much impossible for Airborne to be released on the Wii, aside from the fact that EA just released MoH: Vanguard for the Wii, and you generally don't release two games from the same family at the same time.","('sd',)"
there was a sneak preview 2013/7/4 - the poet's book was translated as the wind has risen so KAZE TACHINU works ... Fall is Autumn and there's a different word for it in Japanese.,"('sd',)"
I share skepticism of the term; I think it comes from ignorant enthusiasm.,"('sv',)"
Compiler and Translator cover it.,"('sd',)"
"As it turns out, the problem is with the template.","('sd',)"
I have now managed to isolate the piece of code where the offending extra newline is being generated—which means that it should now also be fairly easy to fix.,"('sd',)"
I have proposed one possible solution on the aircraft specification template talk page.,"('sd',)"
"I were curious when I first saw the phrase, preconception care, which was added to this article today.","('sd',)"
I performed an extensive research at many reliable sources to compare preconception care and prenatal care.,"('sd',)"
Preconception care is care you receive before you get pregnant.,"('sd',)"
I have again removed details about the exact nature of Autumn Snyder's cause of death.,"('sd',)"
"My reasons for this are twofold; firstly, there is intermittent back-and-forth'ing over how to word it (only the most recent example linked), and secondly, such a level of detail is not necessary for this article.","('sd',)"
Now all of those other Atari pages thats spawn out from this article are nonsense.,"('sv',)"
"They are horrible, no information, just nothing more than expanded stubs.","('sv',)"
The history of those pages is clearly stated in this page already and I see no need to keep them.,"('sd',)"
The article contained the sentence He [Lenin] believed that Soviet Russia could not survive without the support of a socialist Germany.,"('sd',)"
"I removed this line, because the source for it was from Rebirth of Poland.","('sd',)"
I don't consider that a legitimate and credible source on what Lenin believed.,"('sv',)"
"I have taken the liberty of amending the phrase abt Bessemer buying the Sheffield land with the help of friends, and also cross-linking my edit to W & J Galloway & Sons.","('sd',)"
"The people involved were friends, but the agreement was a formal, legally binding business partnership arrangement until its dissolution in 1877.","('sd',)"
I'm considering changing the first paragraph of the article: it seems to me that labeling Corrigan a peace activist represents a point of view and doesn't accurately reflect objective reality.,"('sv',)"
"However, I'd prefer to receive input from other editors before making that change.","('sd',)"
"(underline is my emphasis)—This seems like synthesis and, anyway, is too complex for the lead.","('sv',)"
"Psychokinetically enslaved (whatever that supposed to mean) needs to be better explained and better referenced, at the very least, if it even belongs in the article, to to mention the lead.","('sv',)"
It all seems like undue weight to the concept of synergy.,"('sv',)"
There are references on the Internet to research by someone named Simmons using CaCO3 to raise the pH of a natural water resource.,"('sd',)"
So I don't think that's vandalism.,"('sd',)"
