Sentence,Translated Sentence,dialog_acts
笑い男事件は一応、削除依頼を出しました。,I submitted a request to remove the Laughing Man incident.,"('sd',)"
告知期間についてですが、「告知期間は大きさに比例して長く取る。,"Regarding the notice period, ""The notice period will be longer in proportion to the size.","('sd',)"
」との主旨がWikipedia:記事の分割と統合にあるため書いただけです。,"""I only wrote it because the main point is in Wikipedia: Division and integration of articles.","('^q',)"
間違っている原因が分かりました。,I figured out what was wrong.,"('sd',)"
を参考にしたのですが、良く見ると「odds」と書いてありますね。,"I used it as a reference, but if you look closely, it says ""odds"".","('sd',)"
つまり1を足してからでないと確率にならないわけですが、1を足すのを忘れました。,"In other words, you have to add 1 to get the probability, but I forgot to add 1.","('sd',)"
この文章に意味が理解できていませんね。,I don't understand the meaning of this sentence.,"('sd',)"
1993年のシムレーションの論文から現在にいたるまで議論されてきたＭＲＩの信号ソースの意味が分っていれば、理解できるとおもいます。,"If you understand the meaning of the MRI signal source that has been discussed from the 1993 simulation paper to the present, I think you can understand it.","('sv',)"
移転問題の部分が大きくなってきました。,Part of the transfer problem has grown.,"('sv',)"
連日、各社の報道が続いておりさらなる肥大化が予想されるためこの部分の分割を提案します。,We are proposing to divide this part because the reports of each company are continuing day after day and further enlargement is expected.,"('sd',)"
こんにちは。,Hello.,"('fp',)"
現在の日本語版の記事は、とても満足できるものではありません。,The current Japanese version of the article is very unsatisfactory.,"('sv',)"
幸い、フランス語版は秀逸な記事に選ばれており、図版も豊富で日本語版に取り込める点も多いのではないかと期待しています。,"Fortunately, the French version has been selected as an excellent article, and there are plenty of illustrations, so I expect that there will be many points that can be incorporated into the Japanese version.","('sv',)"
こんにちは。,Hello.,"('fp',)"
タブレット操作に不慣れで、リンクや署名ができません。,I am not familiar with tablet operation and cannot link or sign.,"('sd',)"
◆短編小説のリストは邦題が記されていないものは削除しました。,"◆From the list of short stories, those without Japanese titles have been deleted.","('t3',)"
チェーホフの短編には膨大な数があり、それをここに網羅するのは閲覧の妨げにしかならないでしょう。,"There are a huge number of Chekhov's short stories, and it would be a hindrance to read them all here.","('sv',)"
アーベルは「５次以上の方程式の解の公式が存在しない事」までは証明していないので、修正をしておきました。,"Abel did not prove that there is no solution formula for equations of degree 5 or higher, so I have corrected it.","('sd',)"
参考文献は例えば、Coxの「ガロア理論」など。,"References include, for example, Cox's ""Galois Theory"".","('sd',)"
いいえ、このような史料価値の低い本を根拠にすることは許されませんし、問題にしていくつもりです。,"No, it is not permissible to use a book with such low historical value as a basis, and I intend to make it an issue.",()
ほかの編集者の方々にも参加して議論すべきでしょうね。,Other editors should participate in the discussion.,"('sv',)"
↓こちらの人ではないでしょうか。,↓ Isn't it this person?,"('^q',)"
「しんどう」の発音についてお聞きします。,"I would like to ask about the pronunciation of ""shindo"".","('oo',)"
日本語は母国語ではありませんから、変な言葉遣いがありましたらお許しください。,"Japanese is not my native language, so please forgive me if there are strange words.","('^q',)"
で活躍しています。,is active in,"('+',)"
コメントありがとうございます。,Thank you for your comment.,"('fc',)"
ご懸念の点はもっともだと思います。,I think your concern is most likely.,"('sv',)"
個人活動家として、国際刑事裁判所に携わる市民ネットワークの代表として、私のできることを公式ブログで行ってみました。,"As an individual activist and as a representative of a citizen network involved in the International Criminal Court, I tried to do what I could on my official blog.","('sd',)"
これは、Wikipediaではできない活動です。,This is an activity that Wikipedia cannot do.,"('sd',)"
「その他」をコメントアウトしました。,"I commented out ""other"".",()
太陽風には地震を誘発するほどの物理エネルギーはありません。,The solar wind does not have enough physical energy to induce earthquakes.,"('sd',)"
に投稿したものです（三畔による付記）。,(Added by Mikuro).,"('sd',)"
ノートのページでは投稿に署名をしてください。,Please sign your post on the notes page.,()
表記ガイドにもあるように、平仮名で表記することに問題はありません。,"As you can see in the notation guide, there is nothing wrong with writing in hiragana.","('sv',)"
英語版なんてどうでもいいですよ。,I don't care about the English version.,"('sd',)"
英語版が正しいなんて証明ありませんから。,There is no proof that the English version is correct.,"('sd',)"
関連項目ははずしたほうがいいと思います。,I think you should remove the related items.,"('ad',)"
テンプレートにはめるのではなく各記事で臨機応変に対処していくほうがいいと思います。,I think it's better to deal with each article flexibly instead of fitting it into a template.,"('sv',)"
あと、企画作品のベストヒットUSASも。,"Also, the best hit USAS of the planned work.","('sd',)"
追記：前述した通りあなたみたいにこういう悪ふざけのようだが事実という情報を嫌う方もさぞ多い事でしょう。,"Addendum: As I mentioned earlier, there must be many people like you who dislike information that sounds like a prank but is factual.","('sv',)"
某団体の侮蔑表現への記載にしたってそうです。,It seems that it is written in the insult expression of a certain group.,"('sv',)"
そう思うのならば、経歴の節ではなく、人物の節に書いてください。,"If so, write it in the character section, not the biography section.","('sv',)"
があります。,there is.,()
ご指摘の箇所を読んで私も違和感を覚えました。,I also felt a sense of incongruity when I read the points you pointed out.,"('sv',)"
信頼できる出典があるのであれば、「ダン･イノサントの著書ではそのように紹介している」という一つの説として修正する形が良いと思います。,"If there is a reliable source, I think it would be better to revise it as one of the theories that ""the book by Dan Innosanto introduces it that way.""","('sv',)"
少々肥大化しすぎてしまっているように思います。,I think it's getting a little too bloated.,"('sv',)"
他の雑誌の記事にもあれば別にいいのですが、この他の雑誌の記事には見られないものなので。,"It would be nice to see it in other magazine articles, but it's something you can't see in other magazine articles.","('sv',)"
プロジェクト‐ノート:日本史#記事中で天皇に対して「崩御」の使用はNPOV違反かで議論がありました。,"Project-Note: Japanese History #In the article, there was a discussion about whether the use of ""demise"" for the emperor is a violation of NPOV.","('sd',)"
議論の内容を説明いたしますが、結論から言えば「崩御」を使用して問題ありません。,"I will explain the content of the discussion, but from the conclusion, there is no problem using ""Demise"".","('sd',)"
「広義では、「根本教義（＝「宗」）の中心となる趣旨」を意味する「宗旨」と同義語として用いる。,"In a broader sense, it is used as a synonym for ``religion,'' which means ``the central purpose of the fundamental doctrine (= ``religion'').","('sv',)"
狭義では、「宗旨の分派」を意味する。,"In a narrow sense, it means a 'sect of religion'.","('sd',)"
」とありますが、この文章の意味が全く理解できません。,""", but I can't understand the meaning of this sentence at all.",()
植物の世界115」を見つけてきました。,I found the world of plants 115.,"('sd',)"
これは「ハナアナナス属」を用いていますね。,This uses the genus Hanaananas.,"('sd',)"
「子育てと喜び」節ですが、「一般に～」の根拠として「～という人も多い」だけで内容がなさすぎます。,"Regarding the ""child-rearing and joy"" section, there is too little content with only ""many people say"" as the basis for ""generally"".","('sv',)"
そもそもそうとしか書きようがない価値観の話を書いているのが問題ではないでしょうか。,Isn't it a problem to write a story about values ​​that can only be written like that in the first place?,"('qy',)"
単語の表記ですが、「ウェストゼネティックス」は原作は「ウェスト」、アニメでは「ウエスト」表記のようです。,"As for the word notation, ""West Genetics"" seems to be written as ""West"" in the original and ""West"" in the anime.","('sd',)"
記事中では基本的に「ウェスト」で統一してみました。,"In the article, I basically unified it with ""West"".","('sd',)"
初動に遅れがあったかどうかは、重要な問題です。,Whether or not there was a delay in the initial response is an important question.,"('sd',)"
それに対する疑念が複数のWP:RSで報じられているのです。,Doubts about it have been reported in multiple WP:RS.,"('sd',)"
わっふーさんの疑問に、提案という形になってしまいますが、お答えしましょう。,"Waffu-san's question will be in the form of a proposal, but let's answer it.","('sd',)"
複数出たとしても、一作品だけに絞り込む、それも最新作に限る、というのは、いかがでしょう?,"Even if there are multiple releases, how about narrowing it down to just one, and limiting it to the latest?","('qo',)"
意図の伝わりにくい書き方で恐縮です。,I'm sorry for the writing style that makes it difficult to convey my intentions.,"('sd',)"
なおかつ検索件数についてもまとめてくださりありがとうございます。,"Also, thank you for summarizing the number of searches.","('fc',)"
近年に関しては数の上では「アヘン」が多いのは事実です。,"In recent years, it is true that there are many ""opium"" in terms of numbers.","('sv',)"
ただ、どちらも一般的と呼べるレベルでしょう。,"However, both are at a general level.","('sd',)"
まず2000年以降にも「阿片」表記の論文・研究書がでています。,"First of all, since 2000, papers and research papers with the notation of ""opium"" have been published.","('sd',)"
何故そのような話になるのですか。,Why are you talking like that?,"('qw',)"
この版]のような編集では雑多な情報の羅列でしかなく、記事として独立させる際もこのようなものを想定していらっしゃったのでしょうか?,"Editing like this version] is just a list of miscellaneous information, and did you assume something like this when you made it independent as an article?","('qy',)"
現存する文徴明画の中で最も古い作。,This is the oldest surviving Wen Zhengming painting.,"('sd',)"
ここに描かれた金山・焦山の図は、後の名山図の祖形となった。,"The drawings of Mt. Kanayama and Mt. Jiao, which were drawn here, became the prototypes of later paintings of famous mountains.","('sd',)"
わたくしの基本スタンスから説明させてください。,Let me explain from my basic stance.,"('oo',)"
明らかな固有名詞に関しては、基本的に原音主義です。,It's basically phoneticism when it comes to obvious proper nouns.,"('sd',)"
問題は、一般名詞を固有名詞化ないし固有名詞的に扱った場合です。,The problem is when a common noun is treated as a proper noun or as a proper noun.,"('sd',)"
コメント依頼に出すに当たって当方が調べた限りを下に示す。,Below is what we have researched before submitting a comment request.,"('sd',)"
また問題点も示す。,It also shows problems.,"('sv',)"
Soregashi氏においてもご確認願いたい。,I would also like to ask Mr. Soregashi to confirm this.,"('oo',)"
先ほどハイドゥの乱についてしらべていたら「カイドゥ」の見出しの記事のなかで彼の名前がことごとく「ハイドゥ」表記になっていたのですが…。,"When I was researching the Haidu Rebellion earlier, I found that his name was written as ""Haidu"" in the article headlined ""Kaidu""...","('sd',)"
上述のようにハイドゥかカイドゥかで議論中です。,"As mentioned above, it's under discussion whether it's Haidu or Kaidu.","('sd',)"
話を勝手に捻じ曲げないでください。,Do not arbitrarily twist the story.,"('sv',)"
何を理由としての提案なのかを含めて、一切の根拠が提案者が提示しておらず不明なのが「客観的」な現状です。,"The ""objective"" current situation is that the proposer has not presented any grounds, including the reason for the proposal.","('sd',)"
あのう、上の文章は何なのでしょうか。,What is the sentence above?,"('qw',)"
本文より3年半も前から存在していたようですが……。,It seems that it existed three and a half years before the text ...,"('sd',)"
お忙しいところコメントありがとうございます。,Thank you for your comment.,"('fc',)"
明記の件は了解です。,I understand the stated matter.,"('sd',)"
名称にぶれがあるようなので、ページ名に拘らず主な別称はすべて記載することにします。,"Since there seems to be some variation in the names, I will list all main aliases regardless of the page name.","('sd',)"
９月に管弦楽曲・吹奏楽曲に関する記載を追加したのですが、いつのまにか削除されていました。,"In September, I added a description about orchestral music and brass band music, but it was deleted before I knew it.","('sd',)"
一昨日再び記載しましたが、現在再び削除されているようです。,"I posted it again the day before yesterday, but now it seems to have been deleted again.","('sd',)"
記事名としては「ブルッヘ」に賛成です。,"I agree with ""Brugge"" as the title of the article.","('aa', 'sd')"
今後の方針としてはFive-toed-slothさんのおっしゃるとおり、「ブルッヘ」でよいならば現状維持という方針に賛同いたします。,"As for the future policy, as Mr. Five-toed-sloth said, I agree with the policy of maintaining the status quo if ""Brugge"" is fine.","('sd',)"
失礼しました。,excuse me.,"('fa',)"
なら議論と致しましょう。,Then let's have a discussion.,"('ad',)"
完璧なものでないのなら、そんなものは要りません。,"If it's not perfect, you don't need it.","('sv',)"
私も可変IPで申し訳ありません。,I am also sorry for the variable IP.,"('sd',)"
前段についてでいえば、「インターネットでは一部クストドという呼び方も使用されている。,"Regarding the first paragraph, ""On the Internet, the term custod is also used.","('sd',)"
」であれば問題なしととらえました。,"If so, it was taken as no problem.","('sd',)"
トロンボーン暦2年の普通の中学生です。,A normal junior high school student with a trombone calendar of two years.,"('sd',)"
音域についてなのですが、理論的にはトロンボーンはB♭まで出せて、バストロンボーン用の楽譜にはその音を出す指示も時々あります。,"As for the range, theoretically, the trombone can play up to B♭, and sometimes there are instructions to play that note in the sheet music for the bass trombone.","('sd',)"
ちょっと面食らっておりますが…。,"I'm a little confused, but...",()
事実誤認などのガイドライン違反の指摘や削除における判断基準の合意形成の確認もなく、個人の恣意的な判断基準で削除することを正当化される、ということなのでしょうか。,"Does it mean that the deletion is justified based on the arbitrary judgment criteria of the individual, without pointing out violations of the guidelines such as misidentification of facts and confirming the consensus building of the judgment criteria for deletion?","('qy',)"
「演算装置」への改名を提案します。,"I suggest renaming it to ""Arithmetic Unit"".","('sd',)"
理由は以下の通り。,The reason is as follows.,"('sd',)"
申し訳ありません。,very sorry.,"('fa',)"
その通りです。,That's right.,"('aa',)"
これから修正かけます。,I will fix it from now on.,"('sd',)"
最終話のタイトルを「あかね色のファイナルディシジョン」と表示していたサイトがありました。,"There was a site that displayed the title of the final episode as ""Akaneiro no Final Decision"".","('sd',)"
TV番組情報サイトのwebザテレビジョンでは、(Googleのキャッシュ)のように誤りがあった模様。,"Web The Television, a TV program information site, seems to have had an error like (Google's cache).","('sd',)"
同年「犬夜叉」の連載を開始。,"In the same year, he started serialization of ""Inuyasha"".","('sd',)"
かねてより興味のあった伝奇ものの本格連載で、この作品ではギャグ要素をほとんど無くし戦闘とシリアスな路線を取っている。,"A full-fledged serialization of a bizarre story that I have been interested in for a long time, this work has almost no gag elements and takes a serious line with battles.","('sv',)"
「最新の出来事」タグと「観点」タグを貼り付けました。,"I pasted the ""latest events"" and ""point of view"" tags.","('sd',)"
理由は以下の通りです。,The reason is as follows.,"('sd',)"
大変流動的かつ情報が不確実な状態が続いています。,It continues to be very fluid and information uncertain.,"('sd',)"
を見ればわかりますが、「食事で体内のコレステロール値は変わらない」ではありません。,"As you can see, it is not ""the cholesterol level in the body does not change with meals"".","('^q',)"
健常者の場合「相関関係が不明」としています。,"For healthy subjects, the correlation is unknown.","('sv',)"
更に、高LDLコレステロール血症患者では話が別としています。,"Furthermore, patients with high LDL cholesterol are a different story.","('sd',)"
「よくできました」と、あらためて賞賛の意を表したいと思います。,"I would like to once again express my admiration by saying, ""Well done.""","('sd',)"
お疲れさまでした。,Thank you for your hard work.,"('fc',)"
返事遅くなり恐縮です。,Sorry for the late reply.,"('fa',)"
改めて取り寄せた『季刊中国』掲載の４論文が今日届きました。,"Four papers published in ""Quarterly Chugoku"" that I ordered again arrived today.","('sd',)"
ただ、読み通す時間が今なく、あと数日待っていただけると幸いです。,"However, I don't have time to read through it right now, so I'd appreciate it if you could wait a few more days.","('sv',)"
本項目、イオンチャンネルから、履歴不継承のままコピー&ペーストで作成されてしまったように見受けられます。,"This item, from the ion channel, seems to have been created by copying and pasting without inheriting the history.","('sd',)"
もしそうであれば改名作業をやり直すべきですが、いかがでしょうか?,"If so, you should redo the renaming work, what do you think?","('qo',)"
整理してみます。,I'll try to sort it out.,"('sd',)"
という現状ですね。,That's the current situation.,"('sv',)"
掲題の通り、3ヶ月からそれ以上の期間の記事の半保護を提案いたします。,"As the title suggests, we propose semi-protection of articles for a period of 3 months or longer.","('sd',)"
記事の過去の記録はをご参照ください。,Please refer to the past record of the article.,"('ad',)"
まだまだ不要でしょう。,You don't need it yet.,"('sv',)"
この手の作品記事に多いパターンですが、あらすじをほんのさわりだけ書いて登場人物節でその後について何もかも書き貯めていくから、こうなってしまうのです。,"It's a common pattern in this kind of work article, but I write a brief synopsis and then write everything about it in the character section, so it ends up like this.","('sd',)"
火薬または爆薬を利用して爆発反応の生起、伝達、その他の目的に適合するように加工した物である。,"It is an object that has been processed using gunpowder or explosives so as to cause an explosive reaction, transmit it, or meet other purposes.","('sd',)"
硫黄やマンガン等の金属は火薬または爆薬ではないと思います。,I don't think metals such as sulfur or manganese are gunpowder or explosives.,"('sd',)"
との記述があります。,There is a description of,"('sd',)"
この表現では読む人に何やら特殊な事情があるような誤解を招くおそれがあると思います。,I think that this expression may lead to misunderstanding in the reader that there are some special circumstances.,"('sv',)"
執筆者はこの場合、「洗脳」がどういうことかなどを調べる必要はありませんし、我々が証拠を探す必要もありません。,"The author doesn't need to find out what ""brainwashing"" is in this case, and we don't need to look for evidence.","('sv',)"
Toshiが「洗脳」と語っていることに疑いの目を執筆者自身が持つことは許されていません。,"The author is not allowed to question Toshi's claim to be ""brainwashed"".","('sd',)"
（コメント）どちらか云うと存続より。,(Comment) Rather than survival.,()
「科学」とて社会とは不可分の関係です。,"""Science"" is inseparable from society.","('sv',)"
愛称に変更する具体的かつ合理的な理由は何でしょうか。,What is the specific and rational reason for changing to a nickname?,"('qw',)"
単に「愛称への変更を提案します」だけでは反対致します。,"I object to simply saying ""I propose to change to a nickname"".","('sd',)"
現状のリンク先は、単純に萎縮されている機械にしか行かない。,Current links go only to machines that are simply withered.,"('sv',)"
これは、全く説明にならない。,This is completely unexplainable.,()
これならばリンクは不要というよりもむしろ不親切、邪魔である。,"In this case, the link is not unnecessary, but rather unkind and disturbing.","('sd',)"
知名度の有無と程度に関しては、各人の置かれた環境によって感じ方に相違がありそうですね。,"Regarding the presence and degree of name recognition, it seems that there are differences in how people feel depending on the environment in which they are placed.","('sv',)"
とりあえず一般人レベル、少なくとも教科書レベルでは出てこない名称であることは間違いないと思います。,"For the time being, I think there is no doubt that it is a name that does not appear at the level of ordinary people, at least at the level of textbooks.","('sv',)"
体系としての反スターリン主義は日本にのみ現れた傾向・潮流なので「日本においては」を復帰させました。,"Anti-Stalinism as a system is a tendency/trend that appeared only in Japan, so I reinstated ""In Japan.""","('sd',)"
あと、「アジア的専制」が反復していたので、文章を整理しました。,"Also, ""Asian despotism"" was repeated, so I arranged the sentences.","('sd',)"
改稿いたしました。,I have revised the manuscript.,"('sd',)"
明日発売の『ムー』にマラキ関連の記事が載るようなので、通俗的な信奉者側の見解などについて、まだ少し加筆するかもしれません。,"There seems to be an article about Malachi in Mu, which goes on sale tomorrow, so I might add a little more about the views of popular followers.","('sd',)"
北朝鮮の著作物は、日本では保護されているため問題ないんです。,"North Korean copyrighted works are protected in Japan, so there is no problem.","('sd',)"
削除の対象にならないですよ。,It is not subject to deletion.,"('sd',)"
コモンズの場合はうけいれられまｓねんが、ウィキペディアは大丈夫です。,"Commons is unacceptable, but Wikipedia is fine.",()
確かに、この詩句が経歴のところになぜ（何の説明もなく）記述されていなければいけないのか、その理由が判りません。,"Admittedly, I don't understand why this verse has to be written in the biography (without any explanation).","('sd',)"
説明をつけるか記述を削るべきではないでしょうか。,Shouldn't it be explained or deleted?,"('qh',)"
私のSandboxにドラフトを記述しました。,I wrote a draft in my sandbox.,"('sd',)"
実質としては、「薬理」と「制吐薬利用の現状」の追加と、「検証可能性の向上」です。,"In substance, it is the addition of ""pharmacology"" and ""current status of antiemetic drug use"" and ""improvement of verifiability"".","('sd',)"
敷島健一さん、すみませんが質問の回答ではないと思われます。,"Kenichi Shikishima, I'm sorry, but I don't think it's an answer to your question.",()
誰かの「解釈」ではなく「脱亜論」の原文の話です。,"It's not someone's ""interpretation"" but the original story of ""Datsu-A Ron"".","('sd',)"
こんにちは。,Hello.,"('fp',)"
Wikipedia:井戸端にあった議論を見てやってきました。,Wikipedia:I've been looking at the discussions that have been on the well.,"('sd',)"
2015年6月10日のトップ画像の変更を見たときに、「いよいよか」と思ったけどな。,"When I saw the change in the top image on June 10th, 2015, I was like, ""Well, it's finally here.""","('sd',)"
まずは「戦闘記述の充実」の定義と方向性をハッキリさせてもらいたい。,"First of all, I would like to clarify the definition and direction of ""enhancement of battle description"".","('sd',)"
さんからのコメントはありません。,There are no comments from,()
さんは、この記事名変更に関する話し合いから撤退されたと判断します。,has withdrawn from the discussion on renaming this article.,"('+',)"
遅いレスですが。,It's a late reply.,()
Wikipedia:記事名の付け方の原則によれば、Spring-8はアクロニムで、一文字ずつ読むわけではないのでカタカナです。,"Wikipedia:According to article naming conventions, Spring-8 is an acronym, not read letter by letter, so it's katakana.","('sd',)"
Spring-8も愛称みたいなもんですし。,Spring-8 is also like a nickname.,"('sd',)"
これまでに出てきた話をまとめると、こうでしょうか。,"If we were to summarize what has happened so far, what would it be?","('qo',)"
こんにちは。,Hello.,"('fp',)"
いわゆる鞭打ち症と脳脊髄液減少症との因果関係について、以下4点より記述する事が適当であると判断致しました。,We have determined that it is appropriate to describe the causal relationship between so-called whiplash and cerebrospinal fluid depletion based on the following four points.,"('sd',)"
神戸地方検察庁が交通事故によって脳脊髄液減少症が発症したと認定した。,The Kobe District Public Prosecutor's Office has certified that he developed cerebrospinal fluid deficiency as a result of a traffic accident.,"('sd',)"
大学の論文や、昔の本がいくつか見つかりましたので、各所入れました。,"I found some university papers and old books, so I put them in various places.","('sd',)"
ただ、国際法・国内法の理解の不十分さからきている主観的な意見などについては、申し訳ありませんが大きく削除させていただきました。,"However, I am sorry to say that subjective opinions stemming from a lack of understanding of international and domestic law have been largely deleted.","('sv',)"
横からすみません、どれも素人にはちょっと意味が分かりにくかったので、少し書き換えてみました。,"Excuse me from the side, it was a bit difficult for amateurs to understand the meaning, so I rewrote it a little.","('sd',)"
なお、もしわかれば利用者の内訳を簡単にお願いします。,"If you know, please give a brief breakdown of users.",()
各部首の記事(日部とか金部とか)について、いくつか、問題点があります。,"There are some problems with the articles on each radical (Kabbe, Kanebe, etc.).","('sv',)"
そもそも、これらはウィクショナリーに載せるべきに思います。,I think they should be on Wiktionary in the first place.,"('sv',)"
øは一般に「オ」、Tromsøはトロムソと表記、島を意味するøyはオイ、ノルウェーの男子名でよくあるøyvindもオイヴィン、あるいはオィヴィンと表記します。,"ø is generally written as ""o"", Tromsø is written as Tromsø, øy meaning island is Oy, and øyvind, which is a common Norwegian boy's name, is also written as Oyvin or Oyvin.","('sd',)"
従って、ここでも「ホ」と表記すべき。,"Therefore, it should be written as ""ho"" here as well.","('sd',)"
手塚がそういうことを言っていたのですね。,Tezuka said something like that.,"('sd',)"
本当かよと思って調べてみましたが複数の資料に言及があり実態に即しているようです。,"I wondered if it was true, so I looked into it, but it seems that it is in line with the actual situation as it is mentioned in multiple documents.","('sd',)"
個人的な興味もありますので詳細を調べてみようと思います。,"I'm interested in it myself, so I'd like to find out more about it.","('sd',)"
何を偉そうに。,What a big deal,"('qh',)"
とか引用したが誰がとういう観測で出したものか。,"I quoted it, but who put it out with such an observation?","('qw',)"
Xyyさんへ。,Dear Xyy.,"('o',)"
(1)当記事に独自研究と非中立的な記述が残っている限り、終了はできません。,"(1) As long as original research and non-neutral descriptions remain in this article, it cannot be terminated.",()
ハロプロファンです。,Hello pro fan.,"('fp',)"
現時点では。,At the moment.,()
わざわざ改名することもないでしょう。,I wouldn't bother renaming it.,"('sd',)"
すっかり議論が止まっていますが、艦船はある程度まとめた方がいいでしょう。,"The discussion has completely stopped, but it would be better to summarize the ships to some extent.","('sv',)"
しかし、全部まとめるとなると大きくなりすぎないでしょうか。,But isn't it too big to put it all together?,"('qy',)"
その点が心配です。,I'm worried about that.,"('sd',)"
まずは御回答ありがとうございます。,"First of all, thank you for your answer.","('ft',)"
そして、私からの返事が遅れた事をお詫びします。,And I apologize for my late reply.,"('sd',)"
申し訳ありません。,very sorry.,"('fa',)"
＞保険料率。,>Insurance rates.,"('sd',)"
下がっていませんよね。,"It's not going down, is it?","('qy',)"
ABSは下がっている割引料金になっているはずです。,ABS should be at a discounted rate that is going down.,"('sv',)"
最初に投稿した者です。,who posted it first.,"('+',)"
投稿から2年経ってみなさんのおかげで大幅にパワーアップしました。,"It's been two years since I posted, and thanks to all of you, I've greatly improved.","('sd',)"
ヴィルヌーヴのファンって多いのですね。,There are many fans of Villeneuve.,"('sv',)"
インデント戻します。,Indent back.,"('sd',)"
杞憂かも知れませんが、Wikipedia:コメント依頼で議論活性化ためのコメント依頼、もしくは、合意形成の為のコメント依頼は出しておいたほうが良いと思います。,"It may be unfounded, but I think that it is better to submit a comment request for revitalizing discussion or a comment request for consensus building at Wikipedia: Comment request.",()
分かりました。,I understand,"('ba',)"
それでは、この記事の改名については大本の記事の改名提案に対する結論が出次第行うことにしましょう。,"Now, let's decide to rename this article as soon as we come to a conclusion on the proposed renaming of the main article.","('ad',)"
「型式別」の執筆、完了しました。,"The writing of ""by model"" has been completed.","('sd',)"
これで暫定的措置で分割したコンクリートダムとフィルダムの項目は、「型式別」項目が出揃うと重複記事になってしまうので削除するのが良いと思います。,"I think it would be better to delete the concrete dam and fill dam items, which were divided as a provisional measure, because if the ""by model"" item appears, it will become a duplicate article.","('sv',)"
おっしゃりたい事は分かりますが、昔の事や歴史的な見解に囚われすぎていませんか。,"I get what you're saying, but don't you think you're too caught up in old things and historical views?","('qy',)"
私は二条城の正式名称を文化庁の公式ホームページを見て、二条城〈旧二条離宮〉の正式名称に充てる事にしました。,"I looked at the official website of the Agency for Cultural Affairs for the official name of Nijo Castle, and decided to use it as the official name of Nijo Castle <Old Nijo Rikyu>.","('sd',)"
ご指摘を受けまして、一部取り消し線を入れました。,"In response to your comments, I have added a strikethrough.","('sd',)"
グレーターバンクーバーはメトロバンクーバーへのリダイレクトなのですよね。,Greater Vancouver is a redirect to Metro Vancouver.,"('sd',)"
1次コイルに交流電流を流すと、電圧の変化に応じて1次コイル内の電場が変化する。,"When an alternating current is passed through the primary coil, the electric field inside the primary coil changes according to the change in voltage.","('sd',)"
電磁誘導の法則によりの変化は磁束を生じさせ、磁束は変圧器の芯を通って2次コイルへと到達する。,"The changes due to the laws of electromagnetic induction produce magnetic flux, which travels through the core of the transformer to reach the secondary coil.","('sd',)"
順に回答します。,Answer in order.,()
①違いますね。,①That's wrong.,()
履歴を見たら似てますが。,"If you look at history, it looks like it.","('sv',)"
そもそもこんなテンプレは不要。,There is no need for such a template.,"('sd',)"
Omaemona1982さんが指摘されているように、「大日本帝国」が1868年に作られ、1946年に終わったという立場からの編集は独自研究そのものでしょ。,"As Omaemona1982 pointed out, editing from the standpoint that ""The Empire of Japan"" was created in 1868 and ended in 1946 is an original research.","('sd',)"
「首都圏電鉄」とは現在の単一の運賃体系下の路線網を指すですが、的確な表現だと私は思います。,"""Metropolitan Electric Railway"" refers to the route network under the current single fare system, and I think it is an accurate expression.","('sd',)"
首都圏電鉄の運賃がどのように設定されているか理解もしやすい表現だと思います。,I think that it is an expression that is easy to understand how the fare of the metropolitan area railway is set.,"('sv',)"
端的に申し上げて、ミタルスチールとアルセロールの件は敵対的買収と呼ばれていることは私が上記で引用して示しております。,"In short, I quoted above that the Mittal Steel and Arcelor cases are called hostile takeovers.","('sd',)"
あなたは意図的か過失かわかりませんが、妙な和訳をしています。,"I don't know if it's intentional or accidental, but you have a strange Japanese translation.","('sd',)"
天皇の記事においては、家系図という形をとり、天照大神（ほか神話上の神々）が現在に続く人間としての天皇の先祖であると記載されています。,"In the articles on the emperor, in the form of a family tree, Amaterasu Omikami (and other mythical deities) is mentioned as the ancestor of the emperor as a human who continues to this day.","('sd',)"
どこにも神話上の架空の記述であるとかは書かれていません。,Nowhere is it written that it is a mythical fictional account.,"('sd',)"
「岩崎千尋」が消されていたので戻しました。,"""Chihiro Iwasaki"" was deleted, so I put it back.",()
ほとんど使わなかった名義だからこそ、「岩崎千尋」と「いわさきちひろ」は同一人物なのかどうかを明確にするために、これは非常に重要な情報だと考えます。,"I think this is very important information in order to clarify whether ""Chihiro Iwasaki"" and ""Chihiro Iwasaki"" are the same person because it is a name that was rarely used.","('sv',)"
こんばんわMiya.mです。,Good evening Miya.m.,"('fp',)"
さん、詳細な調査ありがとうございます。,Thank you for your detailed research.,"('fc',)"
私の方も調査不足でした。,I didn't do enough research either.,"('sd',)"
に投稿したものです（Avanzareによる付記）。,(note by Avanzare).,()
一応補足しておきましょうか。,Shall I make a supplement?,"('qy',)"
記事を見ると、松岡がまだ生きているかのように書かれている。,"If you look at the article, it is written as if Matsuoka is still alive.","('sd',)"
せめて死んだということだけでも早急に書いてほしい。,"At the very least, I want you to write immediately that you are dead.","('sd',)"
トリハロメタンへの改名を提案します。,I suggest renaming it to trihalomethane.,"('sd',)"
「トリハロメタン」はこの記事で定義されている物質群の一般的な名称として用いられています。,"""Trihalomethane"" is used as a generic name for the group of substances defined in this article.","('sd',)"
意見が無いということは多勢にとって不必要な情報のため。,The fact that there is no opinion is because the information is unnecessary for many people.,"('+',)"
実際問題除去されても全く支障がない証拠。,Evidence that there is no problem even if the problem is actually removed.,"('aa',)"
