Sentence,Translated Sentence,dialog_acts
实际上wiki阅读像在这种几万字的文章，原有的版式是很不舒服的，毕竟这不是纸质的百科全书。,"In fact, it is very uncomfortable to read articles with tens of thousands of words like this in the original format. After all, this is not a paper encyclopedia.","('sd',)"
今天对版面做了很大改动，没想到几位朋友都不习惯，竟然复原了。,"I made a lot of changes to the layout today. Unexpectedly, several friends were not used to it, so they restored it.","('sd',)"
声明一下，我不是来破坏的。,"For the record, I'm not here to sabotage.","('sd',)"
瓦良格号航空母舰已经成为军事时事焦点。,The Varyag aircraft carrier has become the focus of current military affairs.,"('sd',)"
现邀请各位军事迷和历史迷参与此条目的合作编辑。,All military fans and history fans are invited to participate in the co-editing of this article.,"('sd',)"
让瓦良格号航空母舰条目在完整的状况下登上DYK。,Let the Varyag aircraft carrier entry board DYK in complete condition.,"('sd',)"
「總體上的數據」在此處參考性不大。,"""Overall data"" is not very informative here.",()
中國大陸的網頁搜索結果仍然會佔很多，也成為搜索結果數（差異）的實際唯一影響因子。,"Mainland China's webpage search results will still account for a large number, and it will also become the actual only factor affecting the number of search results (differences).","('sd',)"
本来想帮助完善条目内容，以达到特色水平。,Originally wanted to help improve the content of the article to achieve a feature level.,"('sd',)"
但是以我的半吊子生物学水平，实在太吃力，只好放弃这个狂妄的想法。,"But with my half-baked biological level, it was too difficult, so I had to give up this arrogant idea.","('sd',)"
感谢两位编者指出的问题，已有编者在进行来源补救。,"Thanks to the two editors for pointing out the problems, and the editors are already working on source remediation.","('sd',)"
特别感谢进行来源补救的User:EzrealChen。,Special thanks to User:EzrealChen for source recovery.,()
897年在新罗与渤海争长的事件中，新罗著名文人崔致远所作的《谢不许北国居上表》中，就是把渤海人称为“靺鞨”，称为“粟末小蕃”。,"During the dispute between Silla and Balhae in 897, Cui Zhiyuan, a famous scholar of Silla, called the people of Balhae ""Mohe"" and ""Sumo Xiaofan"" in ""Xiebuxu Beiguoju Shangbiao"" written by Cui Zhiyuan, a famous scholar of Silla.","('sd',)"
日本史书记载，宽仁3年(1019)3月刀伊人大举来袭。,"According to Japanese historical records, in March of the 3rd year of Kanren (1019), the Daoyi people attacked in a large scale.","('sd',)"
你的改動很好。,Your changes are fine.,()
我看到你幾乎每天都在更新本頁，讓我覺得很感動。,"I see that you are updating this page almost every day, which makes me feel very touched.","('sd',)"
最近我的閱讀讓我更加支持中方，我回來嘗試把論點分類一下。,"My recent reading has made me more supportive of the Chinese side, and I'm coming back to try to classify the arguments.","('sd',)"
我希望提醒您，優良條目評審並不是「翻譯條目評審」。,"I would like to remind you that good article review is not ""translation article review"".","('sd',)"
「對外文條目翻譯時做了修改」本身不可作為反對的理由，Wikipedia:優良條目標準無此一項，您應該是知道的。,"""Modifications were made during the translation of foreign language articles"" itself is not a reason for objection. Wikipedia:Good article standards do not have this item, as you should know.",()
在社会活动及處死段落提到：1794年拉瓦锡被捕。,Mentioned in the section on social activities and executions: Lavoisier was arrested in 1794.,"('sd',)"
他以前的研究伙伴虽然有人已经在政府裡工作，。,"Some of his former research partners were already working in the government, though.","('sd',)"
弦，月半之名也，其形一旁曲一旁直，若張弓施弦也。,"The string, also known as the moon and a half, has a curved side and a straight side, like a bow and a string.","('sd',)"
“目前杭州经济总量是全国第八”，这个“目前”属于模棱两可的措辞，随着时间推移，其意义会发生变化，请修改至确切时间点。,"""Hangzhou's economic aggregate is currently the eighth in the country."" This ""current"" is an ambiguous wording, and its meaning will change as time goes by. Please modify it to the exact time point.","('^q',)"
“杭州正在以‘城市东扩、旅游西进……”，“正在”也如此。,"""Hangzhou is expanding eastward, tourism is expanding westward..."", and ""is"" is the same.","('^q',)"
雖然這幾個術語概念接近，但既然都是翻自外語，因此在此作一調整。,"Although the concepts of these terms are similar, since they are all translated from foreign languages, an adjustment is made here.","('sd',)"
階層：strafication有「層位」或「層級」的意思，一般翻成「階層」，可兼顧其「固定關係」與「地位不平等」兩者之意思。,"Class: Strafication has the meaning of ""level"" or ""level"", and is generally translated into ""class"", which can take into account both the meanings of ""fixed relationship"" and ""unequal status"".","('sv',)"
算了吧，我虽然有有一大摞子话想说，但是要想论证阁下那几点至少得花上一个月的时间。,"Forget it, although I have a lot of things to say, it will take at least a month to prove your points.","('^q',)"
我想我还是等自己更熟悉TeX以后再来吧，这意味着在我提出新的反驳之前，我支持（尽管为暂时）不用?,"I guess I'll wait until I'm more familiar with TeX, which means that until I offer a new counterargument, I support (albeit temporarily) not using ?","('qy',)"
。,.,"('x',)"
感觉条目有点凌乱，不知道应该如何下手更改为好。,"I feel that the entry is a bit messy, and I don't know how to start changing it.","('sv',)"
我倒有个比较“标准”化的题目结构，下面POST上去，希望大家能够帮忙将[[酵母]]这个条目重写好。,"I have a relatively ""standardized"" topic structure, and I will post it below. I hope everyone can help to rewrite the [[yeast]] entry.","('sd',)"
用英語註釋原文不太好……因為基督教不是英國獨有或發明的，所以有忽視其他語言之嫌。,"Annotating the original text in English is not very good... as Christianity was not unique or invented in England, it would be ignoring other languages.","('sd',)"
就像如果英文wiki寫個中國人的條目，結果發音標的是日文漢字讀音一樣。,"Just like if an English wiki writes a Chinese entry, the result is the pronunciation of Japanese Chinese characters.","('sd',)"
如果非要加就一定要註上是英文的名字會好點。,"If you have to add it, it will be better to note the name in English.","('sv',)"
國立編譯館直屬於教育部，是台灣的最高編譯機構，專門管理有關於學術文化書籍與教科圖書的編譯。,"The National Institute of Translation and Compilation is directly under the Ministry of Education and is the highest translation institution in Taiwan, specializing in the compilation of academic and cultural books and textbooks.","('sd',)"
國立編譯館的工作人員，為了配合國家社會發展與教育政策，辛勤努力地耕耘與灌溉。,"The staff of the National Institute of Compilation and Translation, in order to cooperate with the national social development and education policies, worked hard to cultivate and irrigate.","('sd',)"
还什么除“平型关”之后中国唯一较据规模的游击战。,"What is the only relatively large-scale guerrilla warfare in China after ""Pingxingguan"".","('qw',)"
3年前就讨论过的问题，当时就没见某人提出什么有力反驳，现在时间长了看到别人不关注了又来恢复，如此反复有什么意思。,"The question was discussed 3 years ago. At that time, I didn’t see someone put forward any strong refutation. Now it’s been a long time and I see that others don’t pay attention to it and come back to it. What’s the point of repeating it.","('sd',)"
本段討論偏离主题已經结束。,The off-topic discussion for this paragraph has ended.,"('sd',)"
请不要对这个存档做任何编辑。,Please do not make any edits to this archive.,()
嗯，说的好，有道理。,"Well, well said, makes sense.","('ba',)"
"容貌非常重要,如果长的非常男性化(比如非常壮),那绝对不可能是伪娘。","Appearance is very important. If you look very masculine (for example, very strong), then it is absolutely impossible to be a pseudonym.","('sv',)"
容貌像女的不能直接被当成是伪娘，但在大众的认知上可能会被理解为伪娘。,"Those who look like women cannot be directly regarded as fake mothers, but they may be understood as fake mothers in the public perception.","('sv',)"
怪醫豪斯的製作，角色，以及演員，分別作為條目，之討論。,"The production, roles, and actors of Dr. House are discussed as entries respectively.","('sd',)"
製作：列出福斯公司等等的編劇團隊，收視率，單純表述實際現況（數據）。,"Production: List the screenwriting team of Fox, etc., ratings, and simply express the actual situation (data).","('sd',)"
角色：該劇情的人物設定，故事性。,"Role: the character setting of the plot, the story.",()
I、II、III、IV、V、VI、A、B、HP。,"I, II, III, IV, V, VI, A, B, HP.","('sd',)"
請搭配相圖服用。,Please take it with the photo.,"('ad',)"
甲烷相圖與晶體結構。,Methane phase diagram and crystal structure.,"('+',)"
與全文格格不入，故移置此處。,"It is incompatible with the full text, so it is moved here.","('sd',)"
若該用戶或他人認為有其價值，應參照全文風格改寫之。,"If the user or others think it is valuable, it should be rewritten according to the style of the full text.","('sd',)"
文章引用外文资料来源的方式不符合维基百科:可供查證#非中文来源的使用的方针，许多内容也无资料来源。,"The method of citing foreign language sources in the article does not comply with Wikipedia: Available for verification#Usage of non-Chinese sources, and many contents have no sources.","('sd',)"
1929年時已基本恢復舊貌。,"In 1929, it had basically restored its old appearance.","('sd',)"
這一政策成就被稱為「横濱方式」。,"This policy achievement has been dubbed the ""Yokohama Way"".","('sd',)"
義賊（Ian）職業的屬性為盜賊系，是手持雙刃的一支職業。,"The attribute of the righteous thief (Ian) is a thief, and it is a profession with double blades.","('sv',)"
角色最高等級上限為200級，四次轉職。,"The maximum level of the character is capped at level 200, and there are four job transfers.","('sd',)"
Ochan：屬性為弓手系。,Ochan: The attribute is archer.,"('sd',)"
Wikipedia:命名常规：“尽量使用人、物或事项的最常见的名称，但是不要和其他的人或物的名称混淆。,"Wikipedia:Naming conventions: ""Try to use the most common name for a person, thing, or thing, but not to be confused with the names of other people or things.","('sd',)"
如果存在同名事物，可以使用消歧义页面。,A disambiguation page can be used if a thing with the same name exists.,"('sd',)"
第一，GFW如果有影响，对“王维林”的不利影响远远大于“坦克人”。,"First, if GFW has any influence, the adverse impact on ""Wang Weilin"" is far greater than that on ""Tank Man"".","('sd',)"
所以，你这种理论只会砸你自己的脚。,"So, your theory will only hit you in the foot.","('sd',)"
第二，其它语言的维基百科，与中文维基百科无关。,"Second, Wikipedia in other languages ​​has nothing to do with Chinese Wikipedia.","('sd',)"
現有的內容，過於龐雜，已非一個正常條目該有的涵蓋範圍了。,"The existing content is too complicated, and it is no longer the scope of a normal article.","('sv',)"
或許可以感謝之前的編輯者的加筆行為。,Maybe we can thank the previous editors for adding pens.,()
请不要随便删除条目信息。,Please do not delete entry information casually.,()
包括负面信息，都有确凿的依据。,"Including negative information, there is a solid basis.","('sd',)"
即便如此，也在说明中没有下结论说韩寒作品系由他人代笔完成，而只是指出这是某些人的观点。,"Even so, the explanation did not conclude that Han Han's works were written by others, but only pointed out that this is the opinion of some people.",()
論航程，只有美國的可以放進來，論運動性，加速率，操作性，噴火在許多項目佔據上風，論最大有效操作高度，那也要看哪一型的噴火可以爬到四萬英尺。,"In terms of range, only American ones can be included. In terms of movement, acceleration, and maneuverability, the Spitfire has the upper hand in many projects. In terms of the maximum effective operating altitude, it also depends on which type of Spitfire can climb to 40,000 feet.","('sd',)"
法拉第個人傳記的中文書目，現在是有的。,The Chinese bibliography of Faraday's personal biography is now available.,"('sd',)"
我手邊就有本《電學之父─法拉第的故事》，也出版很久了。,"I have a copy of ""Father of Electricity - The Story of Faraday"" at hand, and it has been published for a long time.","('sd',)"
英文專門研究他的傳記比較多。,There are many English studies on his biography.,"('sd',)"
在从一个声优页面跳转到猫物语时，来到动画页，还是觉得很不对路。,"When jumping from a seiyuu page to cat story, I still feel very wrong when I come to the animation page.","('sd',)"
所以还是决定反对合并方案。,So it was decided against the merger proposal.,"('sd',)"
理由是首先每一本小说是可以独立关注的，而且也能对应于ja区的条目。,"The reason is that first of all, each novel can be paid attention to independently, and can also correspond to the entries in the ja area.","('sd',)"
謝謝您的理解與納諫。,Thank you for your understanding and advice.,"('ft',)"
在下已向范管理員請求執行全保護。,A request has been made to the fan administrator to implement full protection under.,"('sd',)"
您提到「事实上该条目一解除保护，编辑战就出现了」。,"You mentioned ""in fact as soon as the article was unprotected, edit wars started"".","('^q',)"
些過於主觀的敘述應盡量避免，像高度成熟和完備的記譜法這一句，怎樣的記譜法是成熟或不成熟?,"Some overly subjective statements should be avoided as far as possible, such as the sentence of highly mature and complete notation, what kind of notation is mature or immature?",()
怎樣的記譜法是完備或不完備?,What kind of notation is complete or incomplete?,"('qw',)"
我的逻辑是，“大量删除子条目中已有的母条目中已经适当简化的内容”是清空内容破坏。,"My logic is that ""massively delete the content that has been appropriately simplified in the parent entry that already exists in the subentry"" is to empty the content and destroy it.","('fc',)"
和你的那一大串推理差距还是蛮大的。,There is still a big gap with your series of reasoning.,"('sv',)"
清空内容的确不一定是破坏，但是他的做法和他自称的理由根本站不住脚。,"It is true that emptying the content is not necessarily sabotage, but his approach and his self-proclaimed reasons are simply untenable.","('sv',)"
成灌线当前仅是委托给成局运营管理。,The Chengguan Line is currently only entrusted to the Chengju Bureau for operation and management.,"('sd',)"
而在成都的轨道交通大规划中，成都轨道交通确实是由地铁、地铁快线、市域铁路三部分所组成，把市域铁路从中析出似乎有点狭隘。,"In Chengdu's large-scale rail transit plan, Chengdu rail transit is indeed composed of three parts: subway, subway express line, and urban railway. It seems a bit narrow to separate the urban railway from it.","('sd',)"
虽然中文和英文的这两个单词从表面上看意思相同，但是其真正意思、适用范围和感情色彩未必一样。,"Although the two words in Chinese and English seem to have the same meaning on the surface, their real meaning, scope of application and emotional color may not be the same.","('sv',)"
比如在汉语中用“它”来称呼一个人是极不礼貌的，但是在英语中如果我们不知其性别，即可用it称呼人。,"For example, it is extremely impolite to use ""it"" to refer to a person in Chinese, but if we don't know their gender in English, we can use it to refer to a person.","('sv',)"
如果A地到B地之間，有多種交通工具（例如：公車、計程車、火車、捷運、高鐵、飛機、步行、自己開車、渡輪），與多個發車時間。,"If there are multiple means of transportation between point A and point B (for example: bus, taxi, train, MRT, high-speed rail, plane, walking, self-driving, ferry), and multiple departure times.","('sd',)"
那A*可分別針對最短到達時間，以及最低交通費用，分別求出最佳路徑解。,Then A* can find the best path solution for the shortest arrival time and the lowest traffic cost respectively.,()
这样是不是比较好。,Is this better?,"('qy',)"
简单地点明黄河的文化意义。,Simply explain the cultural significance of the Yellow River.,()
我比较懒，还望高人执笔。,"I'm lazy, and I still hope that an expert will write.","('sv',)"
根据长春市政府网站确定1800年7月8日为长春建城纪念日，未提喜都。,"According to the website of Changchun Municipal Government, July 8, 1800 was determined as the anniversary of the founding of Changchun City, without mentioning Xidu.","('sd',)"
我已将喜都一段删除。,I have deleted Xidu section.,"('sd',)"
在下以為與「人種」有關的條目應該大幅的修改。,"I think that the items related to ""race"" should be greatly revised.","('sv',)"
在此暫且不談我們依然將生物學race的觀念直接套用於人類身上是否恰當，但我們光看十九世紀的人類學家給我們「黃種人」的「體態特徵」便可發現不少問題。,"Let’s not talk about whether it is appropriate for us to apply the concept of biological race directly to humans, but we can find many problems just by looking at the “physical characteristics” of the “yellow race” given to us by anthropologists in the nineteenth century.","('ad',)"
事实错误：安昌浩妻子名为李惠练而非李惠炼。,Factual error: Ahn Chang-ho's wife's name is Li Hye-ryeon instead of Lee Hye-ryon.,()
关于这个我查了下资料，发现确实有不同来源给出不同写法。,"Regarding this, I checked the information and found that there are indeed different ways of writing from different sources.","('sd',)"
不能断言“炼”就是错的。,"It cannot be asserted that ""refinement"" is wrong.",()
內容豐富，且讀起來不吃力，故我認為符合「文筆流暢」的要求。,"The content is rich and easy to read, so I think it meets the requirements of ""fluency in writing"".","('sv',)"
且，因為是從已被歸類為特色條目的英文條目翻譯而來，故應符合「內容精確、中性觀點、不會大幅變更、符合可供查證的要求」等要求。,"Moreover, because it is translated from an English entry that has been classified as a featured entry, it should meet the requirements of ""accurate content, neutral point of view, no major changes, and meeting the requirements for verification.""","('^q',)"
技术性讨论，只提及个例。,"For technical discussions, only individual examples are mentioned.","('sd',)"
RST写的太乱了，所以需要重新总结。,"RST is too messy to write, so it needs to be summarized again.","('sv',)"
「這裡的代表國家是針對參賽時，主要以導演國籍為準，標示第一個國家為該導演國籍。,"""The representative country here is for the competition, mainly based on the nationality of the director, and the first country marked is the nationality of the director.","('^q',)"
"上面這句不曉得是誰寫的,什麼叫以導演國籍為準,理性與感性是中華民國片?","I don’t know who wrote the above sentence, what does it mean to be based on the director’s nationality, rationality and sensibility are films from the Republic of China?",()
斷背山是中華民國片?,Is Brokeback Mountain a Republic of China movie?,"('qy',)"
"如题，根据今日的google搜索结果，“平台钢琴”一共有20,000,000+的结果。","For example, according to today's Google search results, there are 20,000,000+ results for ""grand piano"".","('sd',)"
"而“三角钢琴”只有992,000结果。","And ""grand piano"" had only 992,000 results.","('sd',)"
中间相差近1个数量级。,The difference between them is nearly 1 order of magnitude.,"('sd',)"
你說「中國共產黨當局」是媒體的說法，所以可以照搬，這條違規。,"You said ""Chinese Communist Party authorities"" is a media statement, so you can copy it, this is a violation.","('sd',)"
媒體的報導立場不能在維基體現。,The reporting position of the media cannot be reflected in the wiki.,"('sv',)"
有關天朝政制在維基的表達問題，我不想再廢話。,I don't want to talk nonsense about the expression of the Chinese government in Wikipedia.,"('sd',)"
因其中有不同的原因，例如“自愿卖淫之妇女”“自愿卖淫但年龄尚小之幼女（未有自主意识）”“被强迫之女性性奴隶”等。,"There are different reasons for it, such as ""women who voluntarily prostitute"", ""young girls who voluntarily prostitute but are still young (without self-awareness)"", ""forced female sex slaves"" and so on.",()
山后线和燕房线的口径似乎是“选择时机适时启动建设”，换句话说已经没有明确的时间节点。,"The caliber of Shanhou Line and Yanfang Line seems to be ""choose the right time to start construction at the right time"", in other words, there is no clear time node.","('sd',)"
那么移除山后线和燕房线，规划图中同时删除两条线路。,"Then remove the Shanhou Line and the Yanfang Line, and delete the two lines in the plan at the same time.","('ad',)"
16号线按新闻调整。,Line 16 is adjusted according to the news.,"('sd',)"
那只能说，香港的普通话教育是不伦不类了。,It can only be said that Mandarin education in Hong Kong is nondescript.,"('sd',)"
不过怎么说都是错的。,"Either way, it's wrong.","('sv',)"
这部分内容都来自可靠媒体。,This part of the content comes from reliable media.,"('sd',)"
这个很好解决，既然可能存在这种误导，那么就修改为不存在误导的词句。,"This is easy to solve. Since there may be such misleading, then modify it so that there are no misleading words and sentences.",()
请尊重前人的劳动成果。,Please respect the labor achievements of predecessors.,"('^q',)"
我们的目前的成果只是比较粗糙而已，还尚待完善，这正正是你们后面编辑的工作之一。,Our current results are only rough and need to be perfected. This is exactly one of the tasks of your subsequent editors.,"('sv',)"
至于是否“侵权”，目前还很难下定论。,"As for whether it is ""infringement"", it is still difficult to make a conclusion.","('sv',)"
一个自动运行的bot发现下列外部链接可能已经失效。,An automated bot has found the following external links that may be dead.,"('sd',)"
请帮助修复错误的链接或者移除它!,Please help fix the wrong link or remove it!,"('^q',)"
校史追溯到南京太学是中央大学以前就有的事情，而且是学校官方正式的校史沿革出版物。,The history of the school can be traced back to Nanjing Taixue.,"('sd',)"
至于你承认与否，并不影响条目对这个校史追溯事实的记录。,"As for whether you admit it or not, it does not affect the entry's record of the retroactive fact of this school history.","('sv',)"
以前的考证已经非常明确，东吴的国立学校是南朝太学的源头。,Previous textual research has made it very clear that the national schools in Soochow were the source of the Imperial Learning in the Southern Dynasties.,"('sd',)"
同时这是非常重要的内容，应于概述中出现，参见英文版维基百科。,"At the same time this is very important content and should appear in the overview, see the English version of Wikipedia.","('sd',)"
本條目的中文版本的SI名詞翻譯有些不準確。,The translation of SI terms in the Chinese version of this article is somewhat inaccurate.,"('sd',)"
感覺像是機器直接翻譯過來的。,It feels like it was directly translated by a machine.,"('sv',)"
希望有時間的朋友完善一下這個條目。,I hope that friends who have time can improve this entry.,"('sd',)"
版权在中华人民共和国指的是知识产权中的著作权，中华人民共和国著作权法第五十七条规定“本法所称的著作权即版权”。,"Copyright in the People's Republic of China refers to copyright in intellectual property rights. Article 57 of the Copyright Law of the People's Republic of China stipulates that ""the copyright referred to in this law is copyright.""",()
“专有出版权”不是版权，此文说得很清楚了，党章没有著作权人，不适用著作权法。,"""Exclusive publishing rights"" are not copyrights. This article makes it very clear that the party constitution has no copyright owner, and the copyright law does not apply.","('sd',)"
answers。,answers.,()
我简单看了一下里面的答案，似乎没有提及英语的“两种血统”，而答案本身更是错误百出（比如把萨克逊人叫做“威尔逊”人，把古英语和德语混为一谈）。,"I took a quick look at the answers, and there seems to be no mention of the ""two bloods"" of English, and the answers themselves are full of mistakes (such as calling the Saxons ""Wilsonians"" and mixing Old English with German).","('sd',)"
此資料恐有誤。,This information may be incorrect.,"('sd',)"
恰圖蘭卡（Chaturanga）並非是以擲骰子的方式輪流走棋。,Chaturanga is not a game of turns in the way dice are rolled.,"('sd',)"
topping。,topping.,"('+',)"
聖代不一定是水果冰淇淋，也不一定有水果。,"A sundae doesn't have to be fruit ice cream, and it doesn't have to have fruit.","('sd',)"
例如澆淋巧克力醬的巧克力聖代不一定有水果，這種麥當勞就有賣。,"For example, a chocolate sundae poured with chocolate sauce does not necessarily have fruit, and this kind of McDonald's sells it.","('sd',)"
當初條目是我提的，大約是去年11月左右（我當時簽名就是用戶名，暑假才改第十四任博士的），所以在這邊先說一下。,"I mentioned the entry at the beginning, around November last year (my signature was my username at the time, and I changed it to the 14th doctor in the summer vacation), so I will talk about it here first.","('sd',)"
當時也沒料到最後會搞到那麼大，但的確，我確實有料到該條目會在差不多今年年底被提出重審。,"I didn't expect it to be that big at the end, but yes, I did expect the entry to be brought up for review near the end of the year.","('sd',)"
1、明显缺内容（没有等离子体振荡的内容；只有经典的等离子理论，没有量子化以后的理论等等）。,"1. Obviously lack of content (there is no plasma oscillation content; only the classical plasma theory, no theory after quantization, etc.).","('sd',)"
2、大量段落明显缺来源，这其中不少来源找起来根本不困难。,"2. A large number of passages obviously lack sources, many of which are not difficult to find at all.",()
－的確，如AO2兄所言，翻譯地方尚存有不少瑕疵，望筆俠或其它人能盡快加以解決。,"- Indeed, as Brother AO2 said, there are still many flaws in the translation, I hope Bixia or others can solve them as soon as possible.","('sv',)"
eye」是觀點一致的意思，所以請先更正。,"""eye"" means agreement, so please correct it first.","('^q',)"
其它地方尚容細察。,Other places are still open to scrutiny.,"('sv',)"
这篇文章的中立性需要改进。,The neutrality of this article needs improvement.,"('sv',)"
。,.,"('x',)"
。,.,"('x',)"
。,.,"('x',)"
文学奖有很大的政治以及文化层面因素，自起始就不能从文学本身探究。,"Literary awards have a lot of political and cultural factors, which cannot be explored from the literature itself from the beginning.","('sd',)"
诺贝尔本意如此。,That's what Nobel meant.,"('sd',)"
并非只有香港使用，澳门也是，但是在那里不存在什么官方。,"It's not only used in Hong Kong, it's also used in Macau, but nothing official exists there.","('sd',)"
写成“香港官方译名马卓安，澳门普遍也采用”显得太过繁琐。,"It seems too cumbersome to write ""the official translation of Hong Kong's name Ma Zhuo'an, which is also widely used in Macau"".",()
（就是说你，W的）我认为都是可靠来源，但是属于游击队性质，最好能有其他“相对较好”的来源来辅助。,"(That is, you, W's) I think they are all reliable sources, but they are guerrilla in nature, and it is best to have other ""relatively good"" sources to assist.","('sv',)"
夷鼠（耶稣、移鼠，Jesus）毕竟是犹太历史上的一个重要人物，犹太文献有很多对夷鼠的记载，但这些记载、观点和本条目截然不同。,"After all, Yishu (Jesus, Yishu, Jesus) is an important figure in Jewish history. There are many records about Yishu in Jewish literature, but these records and opinions are completely different from this article.","('sv',)"
应该在条目中体现出来。,Should be reflected in the entry.,()
不能只站在基督教的角度描述夷鼠。,Yishu cannot be described only from the perspective of Christianity.,()
@user是我封的，条目也是我保护的。,"@user is sealed by me, and the entry is also protected by me.","('^q',)"
事出珍珠奶茶的编辑争议，其间我先后给两位涉事用户（另一位就是chenjo）发出过善意提醒。,"There was an editorial controversy over pearl milk tea. During this period, I successively sent kind reminders to two users involved (the other is chenjo).","('sd',)"
通过“暗示”的方式表达事实，是破坏条目中立性的。,"Expressing facts by ""suggesting"" destroys the neutrality of the article.","('sv',)"
比如Arthur011hk使用的“苏联顾问帮助下，遂推翻北洋政府”。,"For example, Arthur011hk used ""with the help of Soviet advisers, the Beiyang government was overthrown"".","('sd',)"
这个“遂”字用的非常巧(SHA)妙(BI)。,"The word ""sui"" is used very cleverly (SHA) and cleverly (BI).","('sd',)"
蛋白用攪拌器，打到即使容器倒置，也不會輕易流出來。,Use a mixer to beat the protein until it won't flow out easily even if the container is turned upside down.,"('ad',)"
慢慢加入大豆沙拉油，同時繼續攪拌。,Slowly add the soy salad oil while continuing to whisk.,"('ad',)"
慢慢加入剩下的蛋黃，同時繼續攪拌。,Slowly add the remaining egg yolks while continuing to whisk.,"('ad',)"
关于郑氏来台前曾有10几年在福建和浙江等地经略的问题。,Regarding the question that Mrs. Zheng had been doing business in Fujian and Zhejiang for more than 10 years before coming to Taiwan.,()
郑氏作为福建人，来台前在福建、浙江活动是自然的事情，但这有没有成为一个“时期”则是另外一回事情。,"As a native of Fujian, it was natural for Cheng to be active in Fujian and Zhejiang before coming to Taiwan, but whether this became a ""period"" is another matter.","('sd',)"
如果只是直接翻譯日文標題的話，我同意這個。,I agree with this if it's just a direct translation of the Japanese title.,"('aa',)"
但是現在我們不是在直接譯日文標題，而是在紀錄港版標題，這完全是兩碼事。,"But now we are not directly translating the Japanese title, but recording the Hong Kong version title, which is completely different.","('sd',)"
這只是一種臨時的特權而已。,This is only a temporary privilege.,"('sv',)"
跟婚姻制度關係甚少。,It has little to do with the institution of marriage.,"('sv',)"
保護期限（永久），請求理由，原作名稱不適當的翻譯，嚴重破壞對此作品的觀感和曲解原作名稱的涵義。,"Duration of protection (permanent), reasons for request, inappropriate translation of the title of the original work, seriously destroying the perception of the work and misinterpreting the meaning of the title of the original work.","('sv',)"
散華禮彌是原作さんかれあ的正式中文名，擁有條目命名的最高優先順序，命名守則詳見譯名命名規則。,"Sanhua Limi is the official Chinese name of the original work さんかれあ, which has the highest priority in naming items. For the naming rules, please refer to the translation naming rules.","('sd',)"
如果克莱门八世下禁令，咖啡的普及便要推迟一段时间。,"If Clement VIII issued a ban, the popularization of coffee would have to be delayed for some time.","('sv',)"
大人物的作用。,The role of the big man.,"('^2',)"
所加入的。,added.,"('+',)"
刚刚我被封了6个月，但不久又解封了。,"I was blocked for 6 months just now, but it was unblocked soon.","('sd',)"
那么就继续说标题的事。,So let's move on to the title.,"('ad',)"
我不反对先前的“朝鲜日据时期”。,"I have no objection to the previous ""Korean Japanese Occupation Period"".","('^q',)"
如果說-{番}-茄是錯誤的，我會毫不猶豫贊成移動。,"If it's wrong to say -{tomato}-tomato, I don't hesitate in favor of moving.","('sd',)"
我用google查詢「-{番}-茄」，結果逾3000萬條，似乎使用「-{番}-茄」來作為tomato的中文名稱很常用，不算錯誤。,"I googled ""-{甜}-茄"", and the result was more than 30 million. It seems that ""-{甜}-茄"" is commonly used as the Chinese name of tomato, and it is not a mistake.","('sd',)"
1）你上面引用句子，全部都是发生的重大历史事实，而非个人评价。,"1) The sentences you quoted above are all major historical facts that happened, not personal evaluations.",()
死了多少人、多少人被批斗、经济受重大冲击、科学家被批斗科研受冲击等等，都有相关可查的数据或者历史记载。,"How many people died, how many people were criticized, the economy was hit hard, scientists were criticized and scientific research was impacted, etc., there are relevant data or historical records that can be checked.",()
清末最重要的学堂是师范学堂。,The most important school in the late Qing Dynasty was the normal school.,"('sd',)"
张之洞在南京筹办三江师范学堂时上奏说“先办一大师范学堂，以为学务全局之纲领”，可见师范学堂是一个地区整个学务的纲领。,"When Zhang Zhidong was preparing for the establishment of the Sanjiang Normal School in Nanjing, he said, ""First set up a master normal school, and think of it as the program of the overall academic affairs."" It can be seen that the normal school is the program of the entire academic affairs of a region.","('sd',)"
你首先缺少干货，我质疑你，不“亏欠”你什么。,"You are short of dry goods first, I doubt you, I don't ""owe"" you anything.",()
我认为您的理解有误，概括条目的重点是指概括条目主题与主要内容的重点，而不是概括各章节的重点。,"I think your understanding is wrong. The focus of summarizing an entry refers to summarizing the focus of the topic and main content of the entry, rather than summarizing the focus of each chapter.","('sv',)"
一个条目不可能每个章节都是重点，有主有次。,"It is impossible for an entry to focus on every chapter, there are majors and minors.","('sv',)"
我的「章節」通常是指二級標題。,"My ""chapters"" usually refer to the second-level headings.","('sd',)"
台灣主權的爭議早在1946年就開始了，並且不是降伏文書引發的。,"Disputes over Taiwan's sovereignty began as early as 1946, and were not sparked by the surrender document.","('sv',)"
台灣主權的爭議在後來變得更突出，與1950年的杜魯門聲明和1952年的《舊金山和約》有很大的關係。,"The dispute over Taiwan's sovereignty became more prominent later, and had a lot to do with the Truman Statement in 1950 and the San Francisco Peace Treaty in 1952.","('sd',)"
印象之前跟誰討論)。,who to discuss with before impressing).,"('+',)"
而所有的中國與xx關係跟中華民國與xx關係也都有互相提示，大使列表就可以簡單化就好。,"And all the relations between China and xx and the relationship between the Republic of China and xx also remind each other, so the list of ambassadors can be simplified.","('sv',)"
